CRASH_EVENT_ID	CRASH_ID	SEQ_NO	EVENT_ID	EVENT_OTHER_DESC
6269670	3753916	1	2	
6269672	3753918	1	13	
6269673	3753919	1	1	
6269674	3753919	2	14	
6269675	3753920	1	13	
6269676	3753921	1	13	
6269677	3753922	1	13	
6269678	3753923	1	13	
6269679	3753924	1	13	
6269680	3753924	2	7	
6269681	3753925	1	13	
6269683	3753927	1	13	
6269684	3753927	2	13	
6269685	3753928	1	13	
6269686	3753929	1	2	
6269720	3753940	1	13	
6269721	3753941	1	1	
6269722	3753941	2	3	
6269723	3753942	1	3	
6269724	3753943	1	1	
6269725	3753943	2	13	
6269726	3753944	1	13	
6269727	3753945	1	17	
6269728	3753946	1	1	
6269729	3753946	2	8	
6269730	3753946	3	10	
6269731	3753947	1	13	
6288107	3765659	1	13	
6288108	3765660	1	13	
6288109	3765661	1	13	
6288110	3765661	2	10	
6288111	3765662	1	13	
6288112	3765663	1	13	
6288113	3765663	2	18	
6288114	3765663	3	1	
6288175	3765710	1	12	
6288176	3765711	1	13	
6288178	3765713	1	13	
6288179	3765714	1	13	
6288180	3765715	1	18	
6288182	3765717	1	13	
6288183	3765718	1	13	
6288184	3765719	1	13	
6288185	3765720	1	14	
6288186	3765721	1	13	
6288187	3765722	1	13	
6288188	3765723	1	13	
6288189	3765724	1	16	
6288190	3765725	1	13	
6288191	3765726	1	13	
6288193	3765728	1	13	
6288194	3765729	1	12	
6288195	3765730	1	13	
6288196	3765731	1	14	
6288197	3765732	1	13	
6288198	3765733	1	14	
6288199	3765734	1	13	
6288200	3765735	1	13	
6288201	3765736	1	13	
6288209	3765738	1	1	
6288210	3765738	2	3	
6288211	3765741	1	9	
6288212	3765742	1	3	
6288213	3765743	1	13	
6288214	3765744	1	20	
6288215	3765745	1	17	
6288216	3765745	2	1	
6288217	3765746	1	13	
6288218	3765747	1	4	
6288219	3765747	2	18	
6288220	3765748	1	11	
6288221	3765748	2	11	
6288222	3765749	1	18	
6288223	3765750	1	13	
6288224	3765751	1	13	
6288225	3765751	2	3	
6288226	3765752	1	3	
6288227	3765752	2	18	
6288228	3765753	1	18	
6288229	3765754	1	20	
6283054	3762066	2	1	
6283055	3762067	1	13	
6283056	3762068	1	13	
6283057	3762069	1	1	
6283058	3762069	2	3	
6283059	3762070	1	1	
6283060	3762070	2	8	
6283061	3762070	3	1	
6283062	3762070	4	18	
6283063	3762071	1	1	
6283064	3762071	2	18	
6283065	3762071	3	18	
6283066	3762071	4	3	
6283067	3762072	1	1	
6283068	3762072	2	18	
6283070	3723764	1	13	
6283071	3723764	2	18	
6283072	3730795	1	13	
6283073	3735069	1	13	
6283074	3762074	1	13	
6283075	3762075	1	13	
6283076	3762076	1	13	
6283077	3762077	1	18	
6283078	3762078	1	13	
6283079	3762079	1	18	
6283080	3762079	2	18	
6283081	3762079	3	14	
6283082	3762079	4	1	
6283087	3761724	1	1	
6283088	3761724	2	18	
6283090	3761726	1	13	
6283091	3761727	1	13	
6283092	3761728	1	13	
6283093	3761729	1	13	
6283094	3761730	1	13	
6283095	3758038	1	13	
6283096	3758042	1	13	
6283097	3760097	1	13	
6283098	3760097	2	98	Hit and Run/misc
6283099	3762080	1	1	
6283100	3762080	2	3	
6283101	3762081	1	98	Animal avoided/Pre
6283102	3762081	2	98	Evasive action/Pre
6283103	3762081	3	3	
6283104	3762081	4	18	
6283105	3762082	1	3	
6283106	3762083	1	13	
6283107	3762084	1	98	Evasive action/Pre
6283108	3762084	2	13	
6283109	3762085	1	1	
6283110	3762085	2	3	
6283126	3762086	1	1	
6283127	3762086	2	18	
6283128	3762087	1	13	
6283129	3762088	1	13	
6283130	3762089	1	13	
6283131	3762090	1	13	
6283132	3762090	2	18	
6283133	3762091	1	13	
6283134	3762092	1	13	
6283135	3762093	1	13	
6283136	3762094	1	13	
6283137	3762095	1	13	
6283138	3762096	1	13	
6283139	3762097	1	13	
6283140	3762098	1	98	ANIMAL DRAWN VEHICLE
6283141	3762099	1	13	
6283142	3762100	1	13	
6283143	3762101	1	13	
6283144	3762102	1	13	
6283145	3762103	1	13	
6283146	3762104	1	13	
6283147	3762104	2	98	DITCH
6283148	3762104	3	18	
6283149	3762105	1	13	
6283150	3762106	1	13	
6283151	3762107	1	13	
6283152	3762108	1	13	
6283153	3762109	1	13	
6283154	3762110	1	1	
6283155	3762110	2	98	DITCH
6283156	3762111	1	13	
6283157	3762111	2	18	
6283158	3762111	3	18	
6283159	3762112	1	1	
6283160	3762113	1	13	
6283236	3762133	1	98	OTHER
6283237	3762133	2	1	
6283238	3762133	3	2	
6283239	3762133	4	18	
6283244	3762135	1	98	OTHER
6283245	3762135	2	1	
6283246	3762135	3	18	
6283247	3762135	4	18	
6283249	3756705	1	13	
6283250	3762136	1	13	
6283252	3762138	1	13	
6283253	3759349	1	13	
6283254	3758157	1	13	
6283255	3761798	1	13	
6283256	3761799	1	98	DOWNHILL_RUNAWAY
6283258	3761800	1	13	
6283259	3762140	1	13	
6283264	3761802	1	98	CROSS_CENTERLINE
6283265	3761802	2	13	
6283270	3717928	1	13	
6283271	3761805	1	13	
6283272	3762146	1	13	
6283273	3762147	1	1	
6283274	3762147	2	2	
6283275	3762147	3	18	
6283276	3762148	1	13	
6283277	3762149	1	1	
6283278	3762149	2	3	
6283279	3762149	3	8	
6283280	3762150	1	17	
6283281	3762151	1	8	
6283282	3762151	2	9	
6283283	3762151	3	18	
6283284	3762152	1	1	
6283285	3762152	2	3	
6283286	3762153	1	1	
6283287	3762153	2	3	
6283288	3762154	1	1	
6283289	3762154	2	3	
6283161	3762114	1	13	
6283162	3762115	1	13	
6283163	3762116	1	13	
6283166	3760992	1	13	
6283167	3725899	1	13	
6283168	3725900	1	13	
6283169	3725901	1	13	
6283170	3725901	2	1	
6283171	3725902	1	13	
6283172	3730913	1	13	
6283173	3725903	1	13	
6283174	3725904	1	13	
6283175	3730917	1	13	
6283176	3725905	1	13	
6283177	3730929	1	13	
6283178	3730950	1	13	
6283179	3730951	1	13	
6283180	3730960	1	13	
6283181	3730966	1	13	
6283182	3730976	1	13	
6283183	3730987	1	14	
6283184	3730987	2	13	
6283186	3730989	1	1	
6283187	3730989	2	18	
6283188	3730990	1	1	
6283189	3730990	2	18	
6283190	3762118	1	13	
6283191	3762119	1	13	
6283192	3762120	1	13	
6283193	3762121	1	13	
6283194	3762122	1	98	OTHER
6283195	3762122	2	13	
6283196	3762123	1	98	OTHER
6283197	3762123	2	98	OTHER
6283198	3762123	3	98	OTHER
6283199	3762123	4	98	OTHER
6283200	3762124	1	98	OTHER
6283201	3762124	2	98	OTHER
6283202	3762124	3	3	
6283203	3762124	4	5	
6283204	3762125	1	98	OTHER
6283205	3762125	2	1	
6283206	3762125	3	98	OTHER
6283207	3762125	4	18	
6283208	3762126	1	98	OTHER
6283209	3762126	2	98	OTHER
6283210	3762126	3	13	
6283211	3762126	4	18	
6283212	3762127	1	98	OTHER
6283213	3762127	2	9	
6283214	3762127	3	6	
6283215	3762127	4	18	
6283290	3762154	3	18	
6283291	3762155	1	13	
6283293	3762292	1	13	
6283294	3762293	1	13	
6283296	3762295	1	13	
6283297	3762296	1	13	
6283298	3762297	1	13	
6283299	3762298	1	13	
6283300	3762299	1	13	
6283301	3762300	1	13	
6283302	3762301	1	12	
6283303	3762302	1	13	
6283304	3762303	1	13	
6283305	3762304	1	13	
6283306	3762305	1	13	
6283307	3762306	1	13	
6283308	3762307	1	13	
6283309	3762308	1	13	
6283310	3762309	1	13	
6283311	3762310	1	13	
6283312	3762311	1	13	
6283315	3762314	1	1	
6283316	3762314	2	18	
6283317	3762315	1	2	
6283318	3762315	2	13	
6283319	3762316	1	13	
6283321	3762318	1	13	
6283322	3762319	1	13	
6283323	3762320	1	13	
6283324	3762321	1	13	
6283325	3762322	1	13	
6283326	3762323	1	13	
6283327	3762324	1	1	
6283328	3762324	2	18	
6283329	3762324	3	18	
6283330	3762324	4	18	
6283331	3762325	1	13	
6283332	3762326	1	13	
6283333	3762327	1	13	
6283334	3762328	1	13	
6283335	3762329	1	13	
6283336	3762329	2	13	
6283337	3762329	3	13	
6283338	3762330	1	13	
6283339	3762331	1	13	
6283340	3762332	1	13	
6283341	3762333	1	13	
6283342	3762334	1	13	
6283343	3762335	1	13	
6283344	3762336	1	13	
6283345	3762337	1	13	
6283346	3762338	1	13	
6283347	3762339	1	13	
6283348	3762340	1	13	
6283349	3762341	1	8	
6283350	3762341	2	13	
6283351	3762342	1	13	
6283352	3762343	1	13	
6283353	3762344	1	13	
6271234	3755082	1	13	
6271235	3755083	1	13	
6271236	3755084	1	13	
6271237	3755085	1	13	
6271238	3755086	1	1	
6271239	3755086	2	1	
6271240	3755086	3	1	
6271241	3755086	4	1	
6271242	3755087	1	13	
6271245	3755089	1	13	
6271246	3755090	1	13	
6271247	3755091	1	1	
6271248	3755091	2	1	
6271249	3755091	3	1	
6271250	3755091	4	1	
6271251	3755092	1	1	
6271252	3755092	2	3	
6271253	3755093	1	1	
6271254	3755093	2	1	
6271255	3755093	3	1	
6271256	3755093	4	1	
6271258	3755095	1	13	
6271259	3755096	1	13	
6271260	3755097	1	13	
6271265	3755099	1	1	
6271266	3755099	2	18	
6271267	3755100	1	13	
6271269	3755102	1	10	
6271270	3755103	1	18	
6271271	3755104	1	13	
6271272	3755104	2	1	
6271273	3755104	3	18	
6271276	3755109	1	13	
6271281	3755112	1	13	
6271282	3755113	1	18	
6271285	3755116	1	13	
6271286	3755117	1	13	
6271287	3728809	1	13	
6271288	3748091	1	13	
6271289	3748091	2	8	
6271290	3748091	3	1	
6271291	3748091	4	14	
6395986	3830832	1	13	
6395987	3830832	2	1	
6395988	3830832	3	18	
6395989	3830833	1	13	
6395990	3830833	2	1	
6395991	3830834	1	13	
6395992	3830835	1	13	
6395993	3830836	1	13	
6395994	3830837	1	13	
6395995	3830838	1	13	
6395996	3830839	1	13	
6395997	3830840	1	13	
6395998	3822205	1	13	
6395999	3830841	1	13	
6396000	3830842	1	13	
6396001	3830843	1	13	
6396002	3830844	1	13	
6396003	3830845	1	13	
6396004	3830846	1	13	
6396005	3830847	1	18	
6396006	3830847	2	18	
6396007	3830848	1	13	
6396008	3830849	1	13	
6396009	3830850	1	14	
6396011	3830852	1	13	
6396012	3830853	1	13	
6396014	3830855	1	13	
6396015	3830856	1	13	
6396016	3830857	1	13	
6396017	3830858	1	13	
6396024	3830862	1	13	
6396026	3830864	1	13	
6396027	3830865	1	13	
6396028	3830866	1	14	
6396029	3830867	1	13	
6396030	3830868	1	13	
6396031	3830869	1	13	
6396032	3830870	1	13	
6396033	3830871	1	13	
6396034	3830872	1	14	
6396035	3830873	1	18	
6396036	3813924	1	13	
6396037	3822235	1	18	
6396038	3822235	2	1	
6396039	3822235	3	18	
6396040	3822235	4	18	
6396041	3830874	1	13	
6396043	3830876	1	13	
6396044	3830877	1	13	
6396045	3830878	1	13	
6396046	3830879	1	13	
6396047	3830880	1	13	
6396048	3830881	1	13	
6396049	3830882	1	13	
6396050	3830883	1	20	
6396051	3830884	1	13	
6396052	3830885	1	13	
6211711	3720097	1	13	
6211712	3720098	1	13	
6211716	3720102	1	13	
6211717	3720102	2	19	
6211718	3720102	3	14	
6211719	3720103	1	13	
6211720	3720104	1	13	
6211721	3720105	1	10	
6211722	3720105	2	18	
6211723	3720105	3	3	
6211724	3720105	4	1	
6211725	3720106	1	13	
6211726	3720107	1	18	
6211733	3720113	1	1	
6211734	3720113	2	18	
6211735	3720113	3	18	
6211736	3720114	1	13	
6211737	3720115	1	13	
6211741	3720119	1	10	
6211742	3720119	2	18	
6211743	3720119	3	3	
6211744	3720119	4	1	
6211751	3720123	1	13	
6211752	3720124	1	13	
6211753	3720125	1	8	
6211754	3720125	2	1	
6211755	3720125	3	3	
6211756	3720126	1	1	
6211757	3720126	2	5	
6211758	3720126	3	3	
6211759	3720126	4	18	
6211760	3720127	1	13	
6211761	3720128	1	18	
6211762	3720129	1	13	
6211764	3720131	1	12	
6211765	3720132	1	13	
6211766	3720133	1	13	
6211767	3720134	1	1	
6211768	3720134	2	18	
6405456	3836077	1	13	
6405457	3836078	1	13	
6405458	3836079	1	13	
6405459	3836080	1	13	
6405460	3836080	2	1	
6405461	3836081	1	13	
6405462	3836082	1	14	
6405463	3836082	2	8	
6405464	3836082	3	18	
6405465	3836083	1	13	
6405466	3836084	1	14	
6405467	3836085	1	13	
6405468	3836086	1	13	
6405469	3836087	1	13	
6405470	3836088	1	13	
6405471	3836089	1	13	
6405472	3836090	1	13	
6405473	3836091	1	13	
6405474	3836092	1	13	
6405475	3836093	1	13	
6405476	3836094	1	13	
6405477	3836095	1	18	
6405478	3836096	1	13	
6405479	3836097	1	13	
6405480	3836098	1	13	
6405481	3836099	1	13	
6405482	3836100	1	13	
6405483	3836101	1	13	
6405484	3836102	1	17	
6405485	3836103	1	13	
6405486	3836104	1	10	
6405487	3836105	1	13	
6405488	3836106	1	13	
6405489	3836107	1	13	
6405490	3836108	1	3	
6405491	3836109	1	13	
6405492	3836110	1	18	
6405512	3779210	1	13	
6405513	3785826	1	10	
6405514	3796758	1	13	
6405515	3796758	2	1	
6405516	3796758	3	14	
6405517	3796758	4	18	
6405518	3796773	1	13	
6405519	3799979	1	1	
6391839	3828492	1	13	
6391840	3828493	1	13	
6391842	3828495	1	13	
6391843	3828496	1	18	
6391844	3828497	1	13	
6391845	3828498	1	13	
6391846	3828499	1	13	
6391847	3828500	1	13	
6391862	3828515	1	13	
6391863	3828515	2	13	
6391864	3828516	1	13	
6391865	3828517	1	13	
6391866	3828518	1	13	
6391867	3828519	1	14	
6391868	3828520	1	13	
6391869	3828521	1	18	
6391870	3828522	1	13	
6391871	3828523	1	13	
6391872	3828523	2	14	
6391873	3828524	1	13	
6391874	3828525	1	13	
6391875	3828526	1	13	
6391876	3828527	1	13	
6391877	3828528	1	14	
6391878	3828529	1	18	
6391879	3828530	1	13	
6391880	3828531	1	13	
6391881	3828531	2	13	
6391882	3828531	3	13	
6391883	3828532	1	14	
6391884	3828533	1	14	
6391885	3828534	1	13	
6391886	3828534	2	13	
6391887	3828535	1	14	
6391888	3828536	1	13	
6391889	3828537	1	13	
6391890	3828538	1	13	
6391891	3828538	2	13	
6391892	3828539	1	13	
6391893	3828540	1	13	
6391896	3807512	1	13	
6391897	3807512	2	98	
6387008	3826112	1	13	
6387009	3826113	1	13	
6387010	3826114	1	13	
6387011	3826115	1	13	
6387012	3826115	2	1	
6387013	3826115	3	18	
6387014	3826116	1	13	
6387015	3826117	1	13	
6387016	3826118	1	13	
6387017	3826119	1	13	
6387022	3771320	1	10	
6387023	3771320	2	10	
6387024	3771320	3	13	
6387025	3771320	4	18	
6387050	3826134	1	13	
6387051	3826135	1	18	
6387052	3826135	2	6	
6387053	3826136	1	18	
6387054	3826136	2	3	
6387055	3826137	1	18	
6387056	3826137	2	3	
6387057	3826138	1	20	
6387058	3826139	1	13	
6387059	3826140	1	13	
6387060	3826141	1	13	
6387061	3826142	1	14	
6387062	3826143	1	14	
6387063	3826144	1	13	
6387064	3826145	1	3	
6387065	3826146	1	13	
6387066	3826147	1	13	
6337237	3724002	1	8	
6337238	3724002	2	1	
6337239	3724002	3	2	
6337240	3724002	4	18	
6337241	3786580	1	1	
6337242	3786580	2	3	
6337243	3786580	3	11	
6337244	3786580	4	11	
6337245	3793218	1	1	
6337246	3793218	2	18	
6337247	3793218	3	3	
6337248	3793218	4	18	
6337249	3793220	1	13	
6337250	3793220	2	11	
6337251	3793220	3	11	
6337252	3793220	4	11	
6337253	3795703	1	20	
6337254	3795703	2	1	
6337255	3795703	3	18	
6337256	3795703	4	6	
6337257	3797071	1	13	
6337258	3797072	1	13	
6337259	3797073	1	13	
6337260	3797074	1	13	
6337261	3797075	1	13	
6337264	3797078	1	18	
6337265	3797078	2	18	
6337266	3797078	3	1	
6337267	3797079	1	13	
6337268	3797080	1	13	
6337269	3797081	1	13	
6337270	3797082	1	9	
6337271	3797082	2	7	
6337272	3797082	3	8	
6337273	3797082	4	3	
6337274	3797083	1	13	
6337275	3797084	1	13	
6337276	3797085	1	13	
6337277	3797193	1	13	
6337278	3797194	1	13	
6337279	3797195	1	13	
6337280	3797196	1	18	
6337281	3797196	2	18	
6382291	3726852	1	13	
6382299	3824065	1	18	
6382300	3824066	1	13	
6382301	3824067	1	13	
6382302	3824068	1	13	
6382303	3824069	1	13	
6382304	3824070	1	13	
6382305	3822059	1	14	
6382306	3822083	1	13	
6382307	3822136	1	13	
6382308	3822136	2	18	
6382309	3822143	1	13	
6382310	3753237	1	13	
6382311	3822263	1	13	
6382312	3822304	1	13	
6382313	3822307	1	13	
6382314	3757882	1	13	
6382315	3724952	1	13	
6382316	3728449	1	13	
6382317	3741558	1	14	
6382318	3753588	1	12	
6382319	3824071	1	12	
6382320	3824072	1	13	
6382321	3824073	1	13	
6382322	3765716	1	18	
6382323	3772814	1	13	
6382324	3793446	1	14	
6382325	3824075	1	14	
6382326	3824076	1	13	
6382327	3824077	1	13	
6382328	3824078	1	13	
6382329	3824079	1	13	
6382330	3824080	1	13	
6382331	3824081	1	13	
6382332	3824082	1	13	
6382333	3824083	1	18	
6382334	3824084	1	12	
6382335	3824084	2	19	
6382336	3824085	1	13	
6382337	3824086	1	13	
6382338	3824087	1	13	
6382339	3824088	1	13	
6382340	3824089	1	13	
6382341	3824090	1	13	
6382342	3824091	1	16	
6382343	3824092	1	13	
6382344	3824093	1	13	
6382345	3824094	1	13	
6382346	3824095	1	14	
6337344	3797250	1	6	
6337345	3797251	1	13	
6337346	3797252	1	13	
6337343	3797249	1	13	
6337347	3797253	1	13	
6337348	3797254	1	13	
6337349	3797255	1	13	
6337350	3797256	1	13	
6337351	3797257	1	13	
6337352	3797258	1	13	
6337353	3797259	1	13	
6337355	3797261	1	13	
6337356	3797262	1	13	
6337360	3797263	1	13	
6338188	3797936	1	13	
6338189	3797936	2	5	
6338190	3797937	1	13	
6338191	3797938	1	13	
6338192	3797939	1	17	
6338193	3797940	1	13	
6338194	3796003	1	13	
6338195	3796003	2	13	
6338196	3788585	1	13	
6338197	3796060	1	13	
6338198	3797941	1	13	
6338199	3797942	1	13	
6338200	3797943	1	13	
6338201	3797944	1	13	
6338202	3797945	1	13	
6338203	3797946	1	13	
6338204	3797947	1	3	
6338205	3797948	1	13	
6338206	3797949	1	18	
6338207	3797950	1	13	
6338208	3797951	1	13	
6338210	3797953	1	13	
6338211	3797954	1	13	
6338212	3797955	1	6	
6338213	3797956	1	3	
6338214	3797957	1	13	
6338215	3797958	1	3	
6338216	3797959	1	13	
6338217	3797960	1	18	
6338218	3797961	1	13	
6338219	3797962	1	13	
6338220	3797963	1	13	
6338221	3797964	1	13	
6338222	3797965	1	13	
6338223	3797966	1	13	
6338224	3797967	1	13	
6338225	3797968	1	13	
6338226	3797969	1	13	
6338227	3797970	1	13	
6338228	3797971	1	3	
6338229	3797973	1	12	
6338231	3797975	1	13	
6337282	3797196	3	18	
6337283	3797196	4	18	
6337284	3797197	1	13	
6337285	3797198	1	13	
6337286	3797199	1	18	
6337287	3797200	1	13	
6337288	3797201	1	13	
6337289	3797202	1	13	
6337290	3797202	2	14	
6337292	3797204	1	1	
6337293	3797204	2	20	
6337294	3797204	3	12	
6337295	3797205	1	13	
6337296	3797205	2	20	
6337297	3797206	1	13	
6337298	3797207	1	13	
6337299	3797208	1	13	
6337300	3797209	1	13	
6337302	3797211	1	13	
6337303	3797212	1	13	
6337304	3797213	1	13	
6337305	3797214	1	10	
6337306	3797214	2	13	
6337307	3797215	1	13	
6337308	3797216	1	13	
6337309	3797217	1	13	
6337310	3797218	1	13	
6337311	3797219	1	13	
6337312	3797220	1	13	
6337313	3797221	1	13	
6337314	3797222	1	13	
6337315	3797223	1	13	
6337316	3797224	1	13	
6337317	3797225	1	13	
6337318	3797226	1	13	
6337319	3797227	1	13	
6337320	3797228	1	13	
6337321	3797229	1	13	
6337322	3797230	1	13	
6337323	3797231	1	13	
6337324	3797232	1	13	
6337325	3797233	1	13	
6337326	3797234	1	13	
6337327	3797235	1	13	
6337328	3797236	1	13	
6337329	3797236	2	18	
6337332	3797238	1	13	
6337333	3797239	1	13	
6337334	3797240	1	13	
6337335	3797241	1	13	
6337336	3797242	1	13	
6337337	3797243	1	13	
6337338	3797244	1	13	
6337339	3797245	1	13	
6337340	3797246	1	13	
6337341	3797247	1	13	
6337342	3797248	1	13	
6386937	3826062	2	1	
6386938	3826062	3	18	
6386939	3826063	1	13	
6386940	3826063	2	13	
6386941	3826064	1	13	
6386942	3826065	1	13	
6386943	3826066	1	13	
6386944	3826067	1	13	
6386947	3748312	1	14	
6386948	3772834	1	13	
6386949	3778523	1	13	
6386950	3800578	1	13	
6386952	3754834	1	13	
6386953	3760409	1	6	
6386954	3765069	1	18	
6386955	3765069	2	18	
6386956	3765069	3	18	
6386957	3765069	4	18	
6386958	3781679	1	13	
6386959	3826068	1	17	
6386960	3826069	1	13	
6386961	3826070	1	13	
6386962	3826071	1	13	
6386963	3826072	1	18	
6386964	3826072	2	14	
6386965	3826077	1	13	
6386966	3826078	1	18	
6386967	3826079	1	13	
6386968	3826080	1	19	
6386969	3826080	2	18	
6386970	3826081	1	13	
6386971	3826082	1	13	
6386972	3826083	1	13	
6386973	3826084	1	13	
6386974	3826085	1	13	
6386975	3826086	1	13	
6386976	3826087	1	9	
6386977	3826088	1	13	
6386978	3826089	1	14	
6386979	3826090	1	3	
6386980	3826091	1	13	
6386981	3826092	1	13	
6386982	3826093	1	1	
6386983	3826093	2	3	
6386984	3826094	1	13	
6386985	3826095	1	1	
6386986	3826095	2	3	
6386987	3826096	1	18	
6386988	3826096	2	7	
6386989	3826097	1	98	
6386990	3826098	1	13	
6386991	3826099	1	13	
6386993	3826100	1	13	
6386994	3826101	1	14	
6386995	3826102	1	13	
6386996	3826103	1	13	
6386997	3826104	1	13	
6386998	3826105	1	13	
6386999	3826106	1	13	
6387000	3826107	1	13	
6387001	3826108	1	1	
6387002	3826108	2	13	
6387003	3826109	1	13	
6387004	3826110	1	13	
6383952	3824808	1	1	
6383953	3824808	2	3	
6383954	3824809	1	13	
6383955	3824809	2	13	
6383956	3824810	1	13	
6383957	3824810	2	98	
6383958	3824811	1	13	
6383959	3824811	2	98	
6383960	3824812	1	13	
6383961	3824812	2	14	
6383962	3824813	1	1	
6383963	3824813	2	18	
6383964	3824814	1	13	
6383965	3824814	2	18	
6383966	3824815	1	14	
6383967	3824815	2	98	
6383968	3824816	1	18	
6383969	3824816	2	13	
6383970	3824817	1	18	
6383971	3824817	2	13	
6383972	3824818	1	13	
6383973	3824818	2	98	
6383974	3824819	1	13	
6383975	3824819	2	98	
6383976	3824820	1	13	
6383977	3824820	2	98	
6383978	3824821	1	3	
6383979	3824821	2	98	
6383980	3824822	1	13	
6383981	3824822	2	14	
6383982	3824823	1	13	
6383983	3824823	2	13	
6383984	3824824	1	13	
6383985	3824824	2	13	
6383986	3824825	1	13	
6383987	3824825	2	98	
6383988	3824826	1	13	
6383989	3824826	2	13	
6383990	3824827	1	13	
6383991	3824827	2	98	
6383992	3824828	1	13	
6383993	3824828	2	98	
6383994	3824829	1	13	
6383995	3824829	2	98	
6383996	3824830	1	13	
6383997	3824830	2	98	
6383998	3824831	1	13	
6383999	3824831	2	98	
6384000	3824832	1	6	
6384001	3824832	2	98	
6384002	3824833	1	13	
6384003	3824833	2	18	
6384004	3824834	1	13	
6384005	3824834	2	13	
6384006	3824835	1	12	
6384007	3824835	2	98	
6384008	3824836	1	13	
6384009	3824836	2	3	
6384010	3824837	1	13	
6391898	3828541	1	13	
6391899	3828541	2	98	
6391900	3828542	1	13	
6391901	3828542	2	98	
6391902	3828543	1	13	
6391903	3828543	2	98	
6391906	3828545	1	13	
6391907	3828545	2	98	
6391908	3828546	1	98	
6391909	3828546	2	13	
6391910	3828547	1	13	
6391911	3828547	2	13	
6391912	3828548	1	13	
6391913	3828548	2	98	
6391914	3828549	1	10	
6391915	3828549	2	98	
6391916	3828550	1	1	
6391917	3828550	2	3	
6391918	3828551	1	14	
6391919	3828551	2	98	
6391920	3828552	1	10	
6391921	3828552	2	13	
6391922	3828553	1	18	
6391923	3828553	2	98	
6391924	3828554	1	14	
6391925	3828554	2	98	
6391926	3828555	1	1	
6391927	3828555	2	20	
6391928	3828556	1	13	
6391929	3828556	2	98	
6391930	3828557	1	13	
6391931	3828557	2	13	
6391932	3828558	1	13	
6391933	3828558	2	13	
6391934	3828559	1	13	
6391935	3828559	2	98	
6391936	3828560	1	13	
6391937	3828560	2	98	
6391938	3828561	1	13	
6391939	3828561	2	18	
6391940	3828562	1	13	
6391941	3828562	2	13	
6391942	3828563	1	13	
6391943	3828563	2	98	
6391944	3828564	1	13	
6391945	3828564	2	98	
6391946	3828565	1	98	
6391947	3828565	2	98	
6391948	3828566	1	13	
6391949	3828566	2	18	
6391950	3828567	1	13	
6391951	3828567	2	98	
6391952	3828568	1	13	
6391953	3828568	2	98	
6391954	3828569	1	18	
6391955	3828569	2	13	
6391956	3828570	1	13	
6391957	3828570	2	13	
6312588	3745069	1	13	
6312589	3754253	1	13	
6312590	3779250	1	13	
6312591	3779250	2	1	
6312592	3775450	1	1	
6312593	3775450	2	18	
6312594	3780747	1	18	
6312595	3780747	2	3	
6312596	3780748	1	9	
6312597	3780748	2	6	
6312598	3780749	1	13	
6312599	3780750	1	13	
6312600	3780204	1	13	
6312601	3780751	1	13	
6312602	3780752	1	13	
6312603	3780753	1	14	
6312604	3780754	1	13	
6312605	3780755	1	13	
6312606	3780756	1	13	
6312607	3780757	1	18	
6312608	3780757	2	18	
6312610	3780759	1	13	
6312611	3780760	1	18	
6312612	3780760	2	18	
6312613	3780760	3	3	
6312614	3780761	1	13	
6312615	3780762	1	13	
6312616	3780763	1	13	
6312617	3780764	1	13	
6312618	3780765	1	13	
6312620	3780767	1	13	
6312621	3780768	1	1	
6312622	3780768	2	1	
6312623	3780768	3	1	
6312624	3780768	4	1	
6312629	3780770	1	13	
6312630	3780771	1	13	
6312631	3780772	1	13	
6312632	3780773	1	13	
6312633	3780774	1	8	
6312634	3780774	2	13	
6312635	3780775	1	13	
6312636	3780776	1	1	
6312637	3780776	2	1	
6312638	3780776	3	1	
6312639	3780776	4	1	
6312640	3780777	1	13	
6312641	3780778	1	13	
6312642	3780778	2	13	
6312643	3780779	1	5	
6312644	3780780	1	1	
6312645	3780780	2	1	
6194364	3710894	1	13	
6283361	3762351	1	13	
6283362	3762351	2	13	
6283363	3762352	1	13	
6283365	3762354	1	13	
6283366	3762355	1	14	
6283367	3762356	1	13	
6283368	3762357	1	13	
6283369	3762358	1	13	
6283370	3762359	1	13	
6283372	3762361	1	13	
6283373	3762362	1	13	
6283374	3762363	1	13	
6283375	3762364	1	13	
6283376	3762365	1	13	
6283377	3762366	1	13	
6283379	3762368	1	13	
6283380	3762369	1	13	
6283381	3762370	1	13	
6283382	3762371	1	13	
6283383	3762372	1	13	
6283384	3762373	1	13	
6283385	3762374	1	13	
6283386	3762375	1	13	
6283387	3762376	1	13	
6283388	3762377	1	13	
6283389	3762378	1	13	
6283390	3762379	1	13	
6283391	3762380	1	13	
6283392	3762381	1	13	
6283393	3762382	1	13	
6283394	3750079	1	16	
6283395	3762383	1	13	
6283396	3762384	1	13	
6283397	3762385	1	13	
6283398	3762386	1	13	
6283399	3762387	1	13	
6283400	3762387	2	20	
6283401	3762388	1	13	
6283402	3762389	1	13	
6283403	3762390	1	13	
6283404	3762390	2	11	
6283405	3762390	3	11	
6283406	3762390	4	11	
6283407	3762391	1	13	
6283408	3762392	1	13	
6283409	3762393	1	13	
6283411	3762394	1	1	
6283412	3762394	2	98	EMBANKMENT
6283413	3762394	3	3	
6283414	3762395	1	2	
