CRASH_EVENT_ID	CRASH_ID	SEQ_NO	EVENT_ID	EVENT_OTHER_DESC
6386849	3825988	1	13	
6386850	3825989	1	13	
6386851	3825990	1	3	
6386852	3825991	1	13	
6386853	3825992	1	18	
6386854	3825993	1	13	
6386855	3825994	1	13	
6386856	3825995	1	13	
6386857	3825996	1	13	
6386858	3825997	1	13	
6386859	3825998	1	13	
6386860	3825999	1	13	
6386861	3825999	2	13	
6386862	3826000	1	13	
6386863	3826000	2	13	
6386864	3826001	1	18	
6386865	3826002	1	13	
6386866	3826003	1	13	
6386867	3826004	1	13	
6386868	3823057	1	13	
6386869	3826005	1	12	
6386870	3826006	1	13	
6386871	3826006	2	13	
6386872	3826007	1	13	
6386873	3826008	1	13	
6386875	3826010	1	13	
6386876	3826011	1	13	
6386877	3826012	1	13	
6313557	3781462	1	14	
6313558	3781463	1	13	
6313559	3781464	1	13	
6313561	3781466	1	98	COLLISION WITH A LOW HANGING UTILITY WIRE
6313562	3781467	1	13	
6313563	3781468	1	13	
6313564	3781469	1	13	
6313565	3781470	1	13	
6313566	3781471	1	13	
6313567	3781472	1	13	
6313568	3781473	1	13	
6313569	3781474	1	13	
6313570	3781475	1	18	
6313571	3781475	2	1	
6313572	3781475	3	18	
6313579	3781478	1	13	
6313580	3781479	1	13	
6313581	3781479	2	13	
6313582	3781480	1	13	
6313583	3781481	1	13	
6313584	3781482	1	13	
6313585	3781483	1	13	
6313586	3781484	1	18	
6313587	3781485	1	13	
6313588	3781486	1	13	
6313589	3781487	1	13	
6313590	3781488	1	13	
6313591	3781489	1	13	
6313592	3781490	1	13	
6313593	3781491	1	18	
6313594	3781492	1	13	
6313595	3781493	1	13	
6313596	3781495	1	18	
6313597	3781496	1	13	
6313598	3781497	1	13	
6313599	3781498	1	18	
6313600	3772771	1	13	
6313601	3772771	2	98	
6313602	3778396	1	14	
6313603	3778396	2	13	
6313604	3781499	1	98	
6313605	3781499	2	98	
6313606	3781500	1	13	
6313607	3781500	2	98	
6313608	3781501	1	13	
6313609	3781501	2	98	
6313610	3781502	1	13	
6313611	3781502	2	98	
6313612	3781503	1	13	
6313613	3781503	2	98	
6313614	3781504	1	14	
6269740	3753948	1	13	
6269741	3753949	1	13	
6269742	3753950	1	13	
6269754	3748871	1	13	
6269755	3748872	1	13	
6269756	3752815	1	13	
6269757	3753956	1	2	
6269758	3753956	2	18	
6269759	3753956	3	13	
6269763	3753959	1	13	
6269764	3734274	1	1	
6269765	3734274	2	2	
6269773	3732101	1	13	
6269776	3752822	1	2	
6269777	3752822	2	13	
6269780	3719679	1	13	
6269792	3753972	1	13	
6269793	3740537	1	13	
6269794	3753973	1	14	
6269795	3736230	1	13	
6269796	3753974	1	13	
6269797	3753975	1	13	
6269798	3753976	1	1	
6269799	3753976	2	3	
6340174	3799188	2	1	
6340175	3799189	1	13	
6340176	3789606	1	8	
6340177	3789606	2	13	
6340178	3799190	1	13	
6340179	3799191	1	1	
6340180	3799192	1	13	
6340181	3789615	1	2	
6340182	3799193	1	2	
6340183	3799194	1	13	
6340184	3790238	1	13	
6340185	3799195	1	10	
6390741	3827885	1	13	
6340187	3799196	1	13	
6340188	3799197	1	13	
6390742	3827886	1	13	
6340190	3799198	1	14	
6340191	3791273	1	13	
6340192	3799199	1	2	
6340193	3799200	1	13	
6340194	3791280	1	13	
6340195	3799201	1	8	
6340196	3799201	2	1	
6340197	3799201	3	18	
6340198	3799201	4	3	
6340199	3799202	1	1	
6340200	3799202	2	18	
6340201	3791298	1	13	
6340202	3791303	1	13	
6340203	3791304	1	13	
6340204	3799203	1	1	
6340205	3799203	2	8	
6340206	3799203	3	1	
6340207	3799203	4	18	
6340208	3799204	1	13	
6340209	3799204	2	8	
6340210	3799204	3	1	
6340211	3799204	4	18	
6340212	3799205	1	1	
6340213	3799205	2	3	
6340214	3791311	1	8	
6340215	3791311	2	13	
6340216	3791312	1	13	
6340217	3791315	1	13	
6340218	3799206	1	13	
6340219	3799207	1	14	
6340220	3799208	1	13	
6340221	3799209	1	13	
6340222	3799210	1	13	
6340223	3797351	1	13	
6340224	3793117	1	13	
6340225	3793117	2	3	
6340226	3799211	1	13	
6340227	3799212	1	13	
6340228	3799213	1	8	
6340229	3799213	2	1	
6340230	3799213	3	18	
6340231	3799214	1	1	
6340232	3799214	2	18	
6340233	3799215	1	13	
6340234	3799216	1	13	
6340235	3799217	1	1	
6340236	3799218	1	14	
6390743	3827887	1	13	
6340238	3799220	1	14	
6340239	3799220	2	13	
6340240	3799221	1	13	
6390744	3827888	1	1	
6340242	3799223	1	13	
6340243	3799223	2	13	
6340244	3799224	1	13	
6390745	3827888	2	18	
6340246	3799226	1	14	
6340247	3799227	1	14	
6340248	3799228	1	13	
6340249	3799229	1	13	
6340250	3799230	1	13	
6340251	3799231	1	13	
6390746	3827888	3	18	
6340253	3799233	1	13	
6340254	3799234	1	13	
6340255	3799235	1	13	
6340256	3799236	1	13	
6340258	3799238	1	14	
6340259	3799239	1	14	
6340260	3799240	1	13	
6340261	3799241	1	14	
6340262	3799241	2	13	
6340263	3799242	1	20	
6340264	3799243	1	1	
6340265	3799243	2	18	
6390747	3827889	1	1	
6390748	3827889	2	18	
6390749	3827890	1	13	
6340269	3799246	1	13	
6340270	3799246	2	13	
6340271	3780254	1	13	
6340272	3786146	1	1	
6340273	3786146	2	18	
6340274	3786146	3	3	
6390750	3827891	1	13	
6340278	3777858	1	13	
6340279	3781019	1	13	
6340280	3786270	1	5	
6340281	3788843	1	14	
6340282	3788859	1	1	
6340283	3788859	2	13	
6340284	3788859	3	18	
6340285	3788859	4	2	
6340286	3788906	1	13	
6340287	3791429	1	14	
6340288	3791432	1	98	
6340289	3791458	1	13	
6340290	3791460	1	13	
6340291	3799249	1	13	
6340292	3799250	1	13	
6390751	3827892	1	13	
6340294	3799252	1	13	
6340295	3799253	1	13	
6340296	3799254	1	10	
6340297	3799254	2	3	
6340298	3799254	3	18	
6340299	3799255	1	14	
6340300	3799255	2	12	
6340301	3799256	1	13	
6390752	3827893	1	13	
6340303	3799258	1	13	
6390753	3827894	1	13	
6390754	3827895	1	13	
6390755	3827896	1	13	
6390756	3827897	1	13	
6390757	3827898	1	13	
6390758	3827899	1	8	
6390759	3827899	2	13	
6390760	3827900	1	1	
6390761	3827900	2	1	
6390762	3827900	3	18	
6390763	3827901	1	13	
6390764	3827902	1	13	
6390765	3827903	1	1	
6390766	3827903	2	3	
6390767	3827904	1	13	
6390768	3827905	1	13	
6390770	3827907	1	13	
6390771	3827908	1	13	
6390772	3827908	2	13	
6390773	3827908	3	18	
6390774	3827909	1	13	
6390775	3827909	2	13	
6390776	3827909	3	18	
6390777	3827910	1	13	
6390778	3827911	1	13	
6390779	3827912	1	13	
6390780	3827913	1	13	
6390781	3827914	1	18	
6390782	3827915	1	13	
6390783	3827916	1	1	
6390784	3827916	2	18	
6390785	3827917	1	13	
6390786	3827918	1	13	
6390788	3827920	1	1	
6390789	3827920	2	18	
6390790	3827920	3	18	
6390791	3827921	1	13	
6390792	3827922	1	13	
6390794	3827924	1	9	
6390795	3827924	2	98	
6390796	3827925	1	13	
6390797	3827926	1	13	
6390798	3827927	1	98	UTILITY POLE/LIGHT SUPPORT
6390799	3827928	1	13	
6340351	3799295	1	13	
6340352	3799295	2	18	
6340353	3799296	1	13	
6390800	3827928	2	98	GUARDRAIL FACE
6390801	3827929	1	13	
6390802	3827930	1	13	
6390803	3827931	1	13	
6390804	3827932	1	13	
6390805	3827933	1	13	
6390806	3827934	1	13	
6390807	3827935	1	13	
6390808	3827936	1	13	
6390809	3827937	1	13	
6390810	3827938	1	98	TRAFFIC SIGN SUPPORT
6390811	3827939	1	13	
6340366	3799306	1	13	
6340367	3799307	1	14	
6340368	3799308	1	13	
6340382	3799320	1	1	
6340383	3799320	2	3	
6340384	3799321	1	13	
6340385	3799322	1	13	
6340386	3799323	1	8	
6340387	3799323	2	1	
6340388	3799323	3	3	
6340389	3799324	1	13	
6340390	3799324	2	18	
6340391	3799325	1	98	
6340392	3799326	1	13	
6340393	3799326	2	3	
6340394	3799327	1	13	
6340395	3799328	1	1	
6340396	3799328	2	18	
6340397	3799328	3	3	
6340398	3799329	1	13	
6340399	3799330	1	1	
6340400	3799330	2	18	
6340401	3799331	1	1	
6340402	3799331	2	18	
6340403	3799331	3	18	
6340404	3799332	1	14	
6340405	3799333	1	13	
6340406	3799334	1	13	
6340407	3792422	1	13	
6340410	3799337	1	98	
6340414	3799340	1	13	
6340415	3799341	1	1	
6340416	3799341	2	18	
6340417	3799342	1	13	
6340418	3799343	1	18	
6340419	3799343	2	98	Evasive action/Pre
6340420	3799343	3	1	
6340421	3799343	4	3	
6340422	3799344	1	13	
6340424	3795451	1	10	
6340425	3799345	1	13	
6340426	3799346	1	13	
6340427	3799347	1	13	
6340428	3799348	1	13	
6340429	3799349	1	13	
6340430	3799350	1	13	
6340431	3799351	1	13	
6340432	3799352	1	13	
6340433	3799353	1	13	
6340434	3799354	1	13	
6340435	3799355	1	13	
6340436	3799356	1	13	
6340437	3799357	1	13	
6340438	3799358	1	13	
6340439	3799359	1	13	
6340440	3799360	1	13	
6340441	3799361	1	13	
6340442	3799362	1	13	
6340443	3799363	1	13	
6340446	3750975	1	13	
6340448	3799364	1	12	
6340449	3799365	1	13	
6340450	3799366	1	13	
6340451	3799367	1	13	
6340452	3799368	1	13	
6340453	3799369	1	13	
6340454	3799370	1	17	
6340455	3799371	1	13	
6340456	3799372	1	1	
6340457	3799372	2	18	
6340458	3799373	1	13	
6340459	3799374	1	13	
6340460	3799375	1	13	
6340461	3799376	1	13	
6340462	3799377	1	13	
6340463	3799378	1	14	
6340464	3799379	1	13	
6340465	3799380	1	13	
6340466	3799381	1	13	
6340467	3799382	1	13	
6340468	3799383	1	13	
6340469	3799384	1	13	
6340472	3799387	1	13	
6340473	3799388	1	13	
6340474	3799389	1	13	
6340475	3799390	1	13	
6340476	3799391	1	13	
6340477	3799392	1	1	
6340478	3799392	2	3	
6340479	3799392	3	18	
6340480	3799393	1	13	
6340481	3799394	1	13	
6340482	3799395	1	13	
6340483	3799396	1	14	
6340484	3799397	1	13	
6340485	3799398	1	13	
6340486	3799399	1	13	
6340487	3799400	1	18	
6340488	3799401	1	13	
6265211	3733658	1	98	RAN_OFF_ROAD_RIGHT
6265212	3733658	2	18	
6265230	3751106	1	2	
6285372	3763587	1	13	
6285373	3763587	2	18	
6285374	3763588	1	13	
6285375	3763588	2	98	
6285376	3763589	1	18	
6285377	3763589	2	6	
6285378	3763590	1	13	
6285379	3763590	2	98	
6285380	3763591	1	18	
6285381	3763592	1	13	
6285382	3763593	1	13	
6285383	3759694	1	13	
6285384	3763594	1	13	
6285385	3763595	1	13	
6285386	3759697	1	13	
6285387	3763596	1	13	
6285388	3763597	1	13	
6285389	3763598	1	13	
6285390	3763599	1	13	
6285391	3763600	1	13	
6285392	3763601	1	13	
6285393	3763602	1	13	
6285394	3763603	1	13	
6285395	3763604	1	13	
6285396	3763605	1	13	
6285397	3763605	2	14	
6285398	3763606	1	13	
6285399	3763607	1	13	
6285400	3763608	1	13	
6285401	3763609	1	13	
6285402	3763610	1	13	
6285403	3763611	1	13	
6285404	3763612	1	3	
6285405	3763613	1	13	
6285406	3763613	2	3	
6285407	3763614	1	13	
6285408	3763615	1	13	
6285409	3763616	1	13	
6285410	3763617	1	13	
6285411	3763617	2	8	
6285412	3763617	3	1	
6285413	3763618	1	13	
6285414	3763619	1	13	
6285415	3763620	1	13	
6285416	3763621	1	13	
6285417	3763622	1	13	
6285418	3763623	1	13	
6285419	3763624	1	1	
6285420	3763624	2	18	
6285421	3763624	3	8	
6285422	3763624	4	3	
6285423	3763625	1	13	
6285424	3763626	1	13	
6285425	3763627	1	13	
6285426	3763628	1	13	
6285427	3763629	1	13	
6285428	3763630	1	13	
6285429	3763631	1	13	
6285430	3763632	1	13	
6285431	3759730	1	13	
6285432	3763633	1	3	
6285433	3763634	1	13	
6285434	3763634	2	18	
6285435	3763635	1	1	
6285436	3763635	2	18	
6285437	3763635	3	18	
6285438	3763636	1	13	
6285439	3763637	1	13	
6285440	3763638	1	14	
6285441	3763639	1	13	
6285442	3763640	1	13	
6285443	3763641	1	13	
6285444	3763642	1	18	
6285445	3763642	2	18	
6285446	3763642	3	18	
6285447	3763642	4	3	
6285450	3763645	1	13	
6285451	3763646	1	13	
6285452	3763647	1	13	
6285453	3763648	1	13	
6285454	3763649	1	13	
6285455	3763650	1	13	
6285456	3763651	1	13	
6285457	3763651	2	1	
6285458	3763652	1	13	
6285459	3763653	1	13	
6285460	3763654	1	1	
6285461	3763654	2	18	
6285462	3763654	3	3	
6285463	3763655	1	13	
6285464	3763656	1	13	
6285465	3763657	1	13	
6285466	3763658	1	13	
6285467	3763659	1	13	
6285468	3763660	1	13	
6285469	3759749	1	18	
6285470	3763661	1	18	
6285471	3763661	2	18	
6285472	3763662	1	13	
6285473	3763663	1	13	
6285474	3763663	2	13	
6285475	3763663	3	18	
6285476	3763663	4	1	
6285477	3763664	1	13	
6285478	3763665	1	13	
6285479	3763666	1	1	
6285480	3763666	2	18	
6285481	3763667	1	13	
6285482	3763668	1	13	
6285483	3763669	1	13	
6285484	3763670	1	13	
6285485	3763671	1	13	
6285486	3763672	1	13	
6285487	3763673	1	13	
6285488	3763674	1	13	
6285489	3763674	2	14	
6285490	3763675	1	13	
6285491	3763676	1	13	
6285492	3763677	1	13	
6285493	3763678	1	13	
6285494	3763679	1	13	
6285495	3763680	1	9	
6285496	3763681	1	14	
6285497	3763682	1	13	
6285498	3763683	1	13	
6285499	3763684	1	13	
6285500	3763685	1	13	
6285501	3763686	1	13	
6285502	3763687	1	13	
6285503	3763687	2	1	
6285504	3763688	1	13	
6285505	3763689	1	13	
6285506	3763690	1	13	
6285507	3763691	1	13	
6285508	3763692	1	8	
6285509	3763692	2	1	
6285510	3763692	3	18	
6285511	3763693	1	8	
6285512	3763693	2	13	
6285513	3763694	1	13	
6285514	3763695	1	13	
6285515	3763696	1	13	
6285516	3763697	1	13	
6285517	3763698	1	18	
6285518	3763699	1	13	
6285519	3763700	1	13	
6285520	3763701	1	13	
6285521	3763702	1	13	
6285522	3763703	1	1	
6285523	3763703	2	18	
6285524	3763704	1	13	
6285525	3763705	1	13	
6285526	3759758	1	13	
6285527	3763706	1	13	
6285528	3763707	1	13	
6285529	3763708	1	13	
6285530	3763709	1	13	
6285531	3763710	1	13	
6285532	3763711	1	13	
6285533	3763712	1	13	
6285534	3763713	1	3	
6285535	3763713	2	1	
6285536	3763713	3	18	
6285537	3763714	1	18	
6285538	3763715	1	13	
6285539	3763716	1	13	
6285540	3763717	1	14	
6285541	3763718	1	13	
6285542	3763719	1	13	
6285543	3763720	1	13	
6285544	3763721	1	14	
6285545	3763722	1	13	
6285546	3763723	1	13	
6285547	3763724	1	13	
6285548	3763725	1	13	
6285549	3763726	1	13	
6285550	3763727	1	13	
6285551	3763728	1	14	
6285552	3763729	1	5	
6285553	3763729	2	3	
6285554	3763729	3	18	
6285555	3763729	4	18	
6285556	3763730	1	13	
6285557	3763731	1	13	
6285558	3763731	2	3	
6285559	3763732	1	13	
6285560	3763733	1	8	
6285561	3763733	2	13	
6285562	3763733	3	18	
6285563	3763733	4	1	
6285564	3763734	1	13	
6285565	3763735	1	13	
6285566	3763736	1	13	
6285567	3763737	1	13	
6285568	3763738	1	13	
6285569	3763739	1	13	
6285570	3763740	1	13	
6285571	3763741	1	13	
6285572	3763742	1	13	
6285573	3763743	1	13	
6285574	3759793	1	13	
6285575	3763744	1	13	
6285576	3763745	1	13	
6285577	3763746	1	13	
6285578	3763747	1	13	
6285579	3763748	1	13	
6285580	3763749	1	13	
6285581	3763750	1	18	
6285582	3763751	1	13	
6285583	3763752	1	13	
6285584	3763753	1	1	
6285585	3763753	2	18	
6285586	3763753	3	18	
6285587	3763754	1	13	
6285588	3763755	1	13	
6285589	3763756	1	13	
6285590	3763757	1	14	
6285591	3763758	1	13	
6285592	3763759	1	13	
6285593	3763760	1	13	
6285594	3763761	1	13	
6285595	3763762	1	5	
6285596	3763762	2	3	
6285597	3763763	1	13	
6285598	3759805	1	13	
6285599	3759806	1	13	
6285600	3759811	1	13	
6285601	3759818	1	13	
6285602	3759819	1	3	
6285603	3759819	2	13	
6285604	3759819	3	13	
6285606	3759823	1	13	
6285607	3763764	1	13	
6285608	3759825	1	13	
6285609	3759834	1	10	
6285610	3759839	1	13	
6285611	3759841	1	10	
6285612	3763765	1	13	
6285613	3763766	1	13	
6340598	3799492	1	13	
6340599	3799493	1	13	
6340600	3799494	1	13	
6340601	3799495	1	1	
6340602	3799495	2	18	
6340603	3799496	1	13	
6340604	3799497	1	3	
6340605	3799498	1	13	
6340606	3799499	1	13	
6340607	3799500	1	13	
6340608	3799501	1	17	
6340609	3799501	2	2	
6340610	3799501	3	3	
6340611	3799501	4	1	
6340612	3799502	1	13	
6340613	3799503	1	14	
6340614	3799504	1	14	
6340615	3799505	1	13	
6340616	3799506	1	13	
6340617	3799507	1	13	
6340618	3799508	1	13	
6340619	3799509	1	3	
6340620	3799510	1	13	
6340621	3799511	1	13	
6340622	3799512	1	13	
6340623	3799513	1	13	
6340624	3799514	1	13	
6340626	3799516	1	13	
6340627	3799517	1	13	
6340628	3799518	1	13	
6340629	3799519	1	13	
6340630	3799520	1	13	
6340631	3799521	1	3	
6340632	3799522	1	13	
6340633	3799522	2	13	
6340634	3799523	1	13	
6340635	3799524	1	13	
6340636	3799525	1	18	
6340637	3799526	1	13	
6340638	3799527	1	13	
6340639	3799527	2	13	
6340640	3799527	3	13	
6340641	3799527	4	13	
6340642	3799528	1	13	
6340643	3799529	1	13	
6340644	3799529	2	1	
6340645	3799530	1	13	
6340646	3799531	1	18	
6340647	3799532	1	13	
6340648	3799533	1	13	
6340649	3799534	1	13	
6340650	3799535	1	8	
6340651	3799535	2	13	
6340652	3799535	3	7	
6340653	3799536	1	13	
6340654	3799537	1	1	
6340655	3799537	2	18	
6340656	3799538	1	13	
6340657	3799539	1	13	
6340658	3799540	1	17	
6340659	3799541	1	13	
6340660	3799542	1	13	
6340661	3799543	1	13	
6340662	3799544	1	13	
6340663	3799545	1	13	
6340664	3799546	1	13	
6340665	3799547	1	1	
6340666	3799547	2	18	
6340667	3799548	1	13	
6340668	3799549	1	13	
6340669	3799550	1	13	
6340670	3799551	1	13	
6340671	3799552	1	13	
6340672	3799553	1	1	
6340673	3799553	2	3	
6340674	3799554	1	5	
6340675	3799555	1	18	
6340676	3799556	1	13	
6340677	3799557	1	5	
6340678	3799558	1	13	
6340679	3799559	1	1	
6340680	3799559	2	3	
6340681	3799560	1	13	
6340682	3799561	1	13	
6340683	3799562	1	13	
6340684	3799563	1	13	
6340686	3799565	1	13	
6340690	3799567	1	98	OTHER
6340691	3799567	2	13	
6340692	3799567	3	13	
6340693	3799568	1	98	OTHER
6340694	3799568	2	13	
6340695	3799568	3	13	
6340696	3799569	1	98	OTHER
6340697	3799569	2	98	OTHER
6340698	3799569	3	8	
6340699	3799569	4	13	
6340700	3799570	1	98	OTHER
6340701	3799570	2	98	OTHER
6340702	3799570	3	98	OTHER
6340703	3799570	4	18	
6340704	3799571	1	98	OTHER
6340705	3799571	2	98	OTHER
6340706	3799571	3	13	
6340707	3799571	4	13	
6340708	3799572	1	98	OTHER
6340709	3799572	2	98	OTHER
6340710	3799572	3	13	
6340711	3799572	4	13	
6340712	3799573	1	98	OTHER
6340713	3799573	2	98	OTHER
6340714	3799573	3	1	
6340715	3799573	4	18	
6340716	3799574	1	98	OTHER
6340717	3799574	2	8	
6340718	3799574	3	98	
6340719	3799574	4	18	
6340720	3799575	1	98	OTHER
6340721	3799575	2	9	
6340722	3799575	3	8	
6340723	3799575	4	1	
6340724	3799576	1	98	OTHER
6340725	3799576	2	1	
6340726	3799576	3	18	
6340727	3799576	4	18	
6340728	3799577	1	98	OTHER
6340729	3799577	2	7	
6340730	3799577	3	1	
6340731	3799577	4	8	
6340732	3799578	1	98	OTHER
6340733	3799578	2	98	OTHER
6340734	3799578	3	13	
6340735	3799578	4	1	
6340736	3799579	1	98	OTHER
6340737	3799579	2	98	OTHER
6340738	3799579	3	19	
6340739	3799579	4	1	
6340740	3799580	1	98	OTHER
6340741	3799580	2	98	OTHER
6340742	3799580	3	1	
6340743	3799580	4	13	
6340744	3799581	1	98	OTHER
6340745	3799581	2	13	
6340746	3799581	3	1	
6340747	3799581	4	13	
6340748	3799582	1	98	OTHER
6340749	3799582	2	2	
6340750	3799582	3	1	
6340751	3799582	4	18	
6340752	3799583	1	98	OTHER
6340753	3799583	2	13	
6340754	3799583	3	1	
6340755	3799583	4	18	
6340756	3799584	1	98	OTHER
6340757	3799584	2	98	OTHER
6340758	3799584	3	1	
6340759	3799584	4	18	
6340760	3799585	1	98	OTHER
6340761	3799585	2	9	
6340762	3799585	3	1	
6340763	3799585	4	8	
6340764	3799586	1	98	OTHER
6340765	3799586	2	1	
6340766	3799586	3	18	
6340767	3799586	4	18	
6340768	3799587	1	98	OTHER
6340769	3799587	2	98	OTHER
6340770	3799587	3	98	OTHER
6340771	3799587	4	13	
6340772	3799588	1	98	OTHER
6340773	3799588	2	98	OTHER
6340774	3799588	3	1	
6340775	3799588	4	2	
6340776	3799589	1	98	OTHER
6340777	3799589	2	98	OTHER
6340778	3799589	3	98	OTHER
6340779	3799589	4	13	
6340780	3799590	1	98	OTHER
6340781	3799590	2	98	OTHER
6340782	3799590	3	8	
6340783	3799590	4	13	
6340784	3799591	1	98	OTHER
6340785	3799591	2	98	OTHER
6340786	3799591	3	98	OTHER
6340787	3799591	4	8	
6340788	3799592	1	98	OTHER
6340789	3799592	2	98	OTHER
6340790	3799592	3	13	
6340791	3799592	4	8	
6340792	3799593	1	98	OTHER
6340793	3799593	2	13	
6340794	3799593	3	13	
6340795	3799593	4	8	
6340796	3799594	1	98	OTHER
6340797	3799594	2	98	OTHER
6340798	3799594	3	13	
6340799	3799594	4	8	
6340800	3799595	1	98	OTHER
6340801	3799595	2	98	OTHER
6340802	3799595	3	13	
6340803	3799595	4	8	
6340804	3799596	1	98	OTHER
6340805	3799596	2	9	
6340806	3799596	3	13	
6340807	3799596	4	1	
6340808	3799597	1	98	OTHER
6340809	3799597	2	8	
6340810	3799597	3	13	
6340811	3799597	4	1	
6340812	3799598	1	98	OTHER
6340813	3799598	2	98	OTHER
6340814	3799598	3	98	OTHER
6340815	3799598	4	20	
6340816	3799599	1	98	OTHER
6340817	3799599	2	8	
6340818	3799599	3	13	
6340819	3799599	4	20	
6340820	3799600	1	98	OTHER
6340821	3799600	2	1	
6340822	3799600	3	3	
6340823	3799600	4	98	OTHER
6340824	3799601	1	98	OTHER
6340825	3799601	2	1	
6340826	3799601	3	98	OTHER
6340827	3799601	4	98	OTHER
6340828	3799602	1	98	OTHER
6340829	3799602	2	98	OTHER
6340830	3799602	3	13	
6340832	3796480	1	98	RAN_OFF_ROAD_RIGHT
6340833	3796480	2	3	
6340834	3796481	1	13	
6340835	3797455	1	13	
6340836	3797456	1	13	
6340837	3797456	2	13	
6340838	3797456	3	13	
6340841	3797458	1	13	
6340842	3797459	1	18	
6340843	3794349	1	13	
6340844	3794350	1	13	
6340845	3796483	1	13	
6340847	3797460	1	13	
6340848	3796484	1	98	RAN_OFF_ROAD_RIGHT
6340849	3796484	2	98	RAN_OFF_ROAD_LEFT
6340850	3796484	3	98	RAN_OFF_ROAD_RIGHT
6340851	3796484	4	3	
6340852	3794351	1	98	EQUIPMENT_FAILURE_TIRES_BRAKES
6340853	3794351	2	5	
6340854	3796485	1	13	
6340855	3796486	1	13	
6340856	3796487	1	98	EQUIPMENT_FAILURE_TIRES_BRAKES
6340857	3796487	2	5	
6340858	3796487	3	98	RAN_OFF_ROAD_RIGHT
6340859	3797463	1	98	EQUIPMENT_FAILURE_TIRES_BRAKES
6340860	3797463	2	98	RAN_OFF_ROAD_RIGHT
6340861	3797463	3	18	
6340862	3797463	4	18	
6340863	3797464	1	5	
6340866	3797465	1	98	EQUIPMENT_FAILURE_TIRES_BRAKES
6340867	3797466	1	13	
6340870	3797467	1	13	
6340871	3797467	2	98	SEPARATION_OF_UNITS
6340872	3797470	1	13	
6340873	3797471	1	13	
6340882	3799604	1	13	
6395577	3830572	2	13	
6395578	3830573	1	13	
6395579	3830574	1	13	
6395580	3830575	1	13	
6395581	3830576	1	1	
6395582	3830576	2	13	
6395583	3830577	1	13	
6395584	3830578	1	10	
6395585	3830578	2	3	
6395587	3830580	1	13	
6395588	3830581	1	13	
6395589	3830582	1	10	
6395590	3830582	2	18	
6395591	3830583	1	13	
6395592	3830584	1	13	
6395593	3830585	1	13	
6395594	3830586	1	3	
6395595	3830587	1	13	
6395596	3830588	1	5	
6395597	3830588	2	3	
6395598	3830024	1	13	
6395599	3830025	1	13	
6395600	3830028	1	13	
6395601	3830029	1	1	
6395602	3830029	2	18	
6395603	3830589	1	13	
6395604	3830031	1	18	
6395605	3830032	1	10	
6395606	3830033	1	13	
6395607	3830590	1	13	
6395608	3830591	1	13	
6395609	3830592	1	13	
6395610	3830593	1	13	
6395611	3830594	1	13	
6395612	3830595	1	13	
6395613	3830596	1	18	
6395614	3830597	1	1	
6395615	3830597	2	3	
6395616	3830598	1	13	
6395617	3830599	1	3	
6395618	3830600	1	13	
6395619	3830601	1	13	
6395620	3830602	1	13	
6395621	3809712	1	13	
6395622	3809724	1	13	
6395623	3809762	1	13	
6395624	3809787	1	13	
6395625	3809801	1	13	
6395626	3809802	1	13	
6395627	3809808	1	13	
6395628	3809830	1	13	
6395629	3809831	1	13	
6395630	3809832	1	13	
6395631	3809833	1	13	
6395632	3809834	1	13	
6395633	3809837	1	6	
6395634	3809840	1	13	
6395635	3809851	1	13	
6395636	3809856	1	13	
6395637	3810116	1	10	
6395638	3810319	1	13	
6395639	3810346	1	8	
6395640	3810346	2	10	
6395641	3810565	1	13	
6395642	3810570	1	13	
6395643	3810572	1	13	
6395644	3810600	1	13	
6395645	3810630	1	10	
6395646	3810667	1	13	
6395647	3819965	1	1	
6395648	3819965	2	14	
6395649	3830603	1	13	
6395650	3830604	1	13	
6395651	3830605	1	1	
6395652	3830605	2	18	
6395653	3830605	3	7	
6395654	3830605	4	3	
6395655	3830606	1	13	
6395656	3830606	2	1	
6395657	3830607	1	13	
6395658	3830608	1	16	
6395659	3830609	1	13	
6395660	3830610	1	13	
6395661	3830611	1	13	
6395662	3830612	1	13	
6395663	3830613	1	13	
6395664	3830614	1	13	
6395665	3830615	1	13	
6395666	3830616	1	13	
6395667	3830616	2	17	
6395668	3830616	3	1	
6395669	3830616	4	3	
6395761	3756719	1	13	
6395762	3753926	1	13	
6395763	3790283	1	13	
6395764	3796471	1	13	
6395776	3830069	1	13	
6395777	3830069	2	98	RAN_OFF_ROAD_RIGHT
6395778	3830069	3	13	
6395779	3830069	4	98	RAN_OFF_ROAD_LEFT
6395813	3826351	1	13	
6395814	3740552	1	1	
6395815	3740552	2	2	
6395816	3740552	3	18	
6395817	3826368	1	13	
6395818	3826371	1	1	
6395819	3826371	2	3	
6395820	3829607	1	13	
6395821	3830084	1	13	
6395822	3830085	1	13	
6395823	3830085	2	13	
6395824	3830086	1	13	
6395825	3830087	1	13	
6395826	3830641	1	13	
6395827	3830642	1	13	
6395828	3811581	1	16	
6395829	3823729	1	12	
6395830	3821510	1	12	
6395831	3829598	1	13	
6395833	3830643	1	13	
6395834	3830644	1	13	
6395835	3830645	1	13	
6395836	3830646	1	13	
6395837	3830647	1	13	
6395838	3830648	1	9	
6395839	3830648	2	1	
6395840	3830648	3	18	
6395841	3830649	1	13	
6395842	3830649	2	13	
6395843	3830650	1	13	
6395844	3830651	1	13	
6395845	3830652	1	13	
