part_section_id	part_no	part_no_section	fedviocode	display_value
326719	171	2(f)	171.2F	171.2(f)
337774	392	9a(a)(1)	392.9AA1	392.9a(a)(1)
337833	393	104(f)(4)	393.104F4/R	393.104(f)(4)
341310	385	103(c)	385.103C	385.103(c)
344947	177	840(o)	177.840O	177.840(o)
346120	392	62(a)	392.62A	392.62(a)
349840	392	9a(a)(2)	392.9AA2	392.9a(a)(2)
352343	392	9a(a)(1)	392.9AA1/H	392.9a(a)(1)
352398	392	9a(a)(2)	392.9AA2/H	392.9a(a)(2)
352455	365	511	365.511	365.511
356902	385	337(b)	385.337B	385.337(b)
357572	392	62(c)(3)	392.62C3	392.62(c)(3)
368470	177	840(s)	177.840S	177.840(s)
371296	393	75(h)	393.75H	393.75(h)
371409	393	95(a)(1)(i)	393.95A1I	393.95(a)(1)(i)
371432	390	3(e)(1)	390.3E1	390.3(e)(1)
371694	392	9a(a)(2)	392.9AA2-C	392.9a(a)(2)
378861	386	83A1	386.83A1	386.83(a)(1)
379214	392	2	392.2UCR	392.2
380150	385	13(a)(2)	385.13A2	385.13(a)(2)
380720	385	301(a)	385.301A	385.301(a)
380997	397	3	397.3AU	397.3
381332	385	13(a)(1)	385.13A1	385.13(a)(1)
383183	396	3(a)(1)	396.3A1BOS	396.3(a)(1)
383318	391	11(b)(2)	391.11B2S	391.11(b)(2)
383367	172	203(m)	172.203M	172.203(m)
383667	392	64	392.64	392.64
384267	386	16(c)(3)	386.16C3	386.16(c)(3)
385673	172	301(c)	172.301C	172.301(c)
385674	172	302(c)	172.302C	172.302(c)
385676	172	336(b)	172.336B	172.336(b)
385677	173	25(c)	173.25C	173.25(c)
385678	173	29(a)	173.29A	173.29(a)
385680	392	2W	392.2W	392.2
385681	393	53(b)	393.53B	393.53(b)
385682	395	15F	395.15F	395.15(f)
385683	393	62(d)	393.62D	393.62(d)
385684	149	14901(d)(3)	14901D3	149.14901(d)(3)
385685	397	101(d)	397.101D	397.101(d)
385686	172	301(a)(1)	172.301A1	172.301(a)(1)
385692	177	834(f)	177.834F	177.834(f)
385693	177	837(d)	177.837D	177.837(d)
385694	383	21	383.21	383.21
385695	392	2AU	392.2AU	392.2
385696	392	2DH	392.2DH	392.2
385697	392	2DIM	392.2DIM	392.2
385698	392	2DL	392.2DL	392.2
385699	392	2FT	392.2FT	392.2
385700	392	2IN	392.2IN	392.2
385701	392	2IRP	392.2IRP	392.2
385702	392	2LV	392.2LV	392.2
385703	392	2MI	392.2MI	392.2
385704	392	2PK	392.2PK	392.2
385705	392	2RG	392.2RG	392.2
385706	392	2RR	392.2RR	392.2
385707	392	2WC	392.2WC	392.2
385708	393	62(b)	393.62B	393.62(b)
385709	393	102(a)(1)(i)	393.102A1I	393.102(a)(1)(i)
385710	393	102(a)(1)(ii)	393.102A1II	393.102(a)(1)(ii)
385711	393	102(a)(1)(iii)	393.102A1III	393.102(a)(1)(iii)
385712	396	5(a)	396.5A	396.5(a)
385713	521	521(b)(2)(E)	49.521B2E	521.521(b)(2)(E)
385715	393	75F1	393.75F1	393.75(f)(1)
385716	172	301A	172.301A	172.301(a)
388616	178	800C6	178.800C6	178.800c6
390240	392	2-SLLS4	392.2-SLLS4	392.2
390241	392	2	392.2-SLLEWG3	392.2
390247	392	2-SLLS2	392.2-SLLS2	392.2
390248	392	2-SLLS3	392.2-SLLS3	392.2
390249	392	2-SLLEWG1	392.2-SLLEWG1	392.2
390250	392	2-SLLEWA2	392.2-SLLEWA2	392.2
390251	392	2-SLLS1	392.2-SLLS1	392.2
390260	392	2-SLLEWA1	392.2-SLLEWA1	392.2
390266	392	2	392.2-SLLEWA3	392.2
390278	392	2-SLLEWPB	392.2-SLLEWPB	392.2
390279	392	7(b)	392.7B	392.7(b)
390280	392	7(a)	392.7A	392.7(a)
390281	392	2	392.2-SLLEWG2	392.2
390291	390	17-DT	390.17-DT	390.17
390297	392	2-SLLSWZ	392.2-SLLSWZ	392.2
390331	385	111(c)(2)	385.111C2-OOSO	385.111(c)(2)
390337	393	60(e)-WS	393.60E-WS	393.60(e)
390338	392	2-SLLT	392.2-SLLT	392.2
390353	385	105(b)	385.105B-OOSO	385.105(b)
390405	390	17	390.17	390.17
390457	383	93(b)(5)	383.93B5	383.93(b)(5)
390551	385	308(d)	385.308D	385.308(d)
390574	177	837A	177.837A	177.837(a)
390619	383	111	383.111	383.111
390657	392	80(a)	392.80A	392.80(a)
390669	385	111(c)(1)	385.111C1-OOSO	385.111(c)(1)
390965	385	111(a)	385.111A-OOSO	385.111(a)
392457	393	70B1II	393.70B1II	393.70(b)(1)(ii)
392458	393	45UV	393.45UV	393.45
392459	393	45PC	393.45PC	393.45
392460	393	45(b)(2)	393.45B2UV	393.45(b)(2)
392461	393	45(b)(2)	393.45B2PC	393.45(b)(2)
392462	393	45(d)	393.45DLUV	393.45(d)
392463	393	45(d)	393.45DLPC	393.45(d)
392464	393	45(d)	393.45DCUV	393.45(d)
392465	393	45(d)	393.45DCPC	393.45(d)
392466	393	48(a)	393.48A-BMBC	393.48(a)
392467	393	48A-BCM	393.48A-BCM	393.48(a)
392468	393	48A-BRMMC	393.48A-BRMMC	393.48(a)
392469	393	48A-BSRFS	393.48A-BSRFS	393.48(a)
392470	396	5(a)	396.5A-HNLIW	396.5(a)
392471	396	5(a)	396.5A-HNLOW	396.5(a)
392472	396	5(b)	396.5B-HLIW	396.5(b)
392473	396	5(b)	396.5B-HLOW	396.5(b)
392474	396	5(b)	396.5B-HWSLIW	396.5(b)
392475	396	5(b)	396.5B-HWSLOW	396.5(b)
392476	393	42A-BM	393.42A-BM	393.42(a)
392477	393	42A-BMAW	393.42A-BMAW	393.42(a)
392478	393	42A-BM-TSA	393.42A-BM-TSA	393.42(a)
392479	390	21(g)(2)	390.21G2	390.21(g)(2)
392480	390	21(g)(3)	390.21G3	390.21(g)(3)
392492	392	82(a)(1)	392.82A1	392.82(a)(1)
392493	392	82(a)(2)	392.82A2	392.82(a)(2)
392494	177	804(a)	177.804A-CDL	177.804(a)
392495	177	804(a)	177.804A	177.804(a)
392497	177	804(c)	177.804C	177.804(c)
393814	383	51(a)-NSIN	383.51A-NSIN	383.51(a)
393815	383	51(a)-NSOUT	383.51A-NSOUT	383.51(a)
393816	383	51(a)-SIN	383.51A-SIN	383.51(a)
393817	383	51(a)-SOUT	383.51A-SOUT	383.51(a)
393819	386	72(b)(4)-OOSOMC	386.72B4-OOSOMC	386.72(b)(4)
393820	386	83(a)(1)-OOSOFHC	386.83A1-OOSOFHC	386.83(a)(1)
393821	386	83(a)(1)-OOSOPC	386.83A1-OOSOPC	386.83(a)(1)
393822	387	7A-MC	387.7A-MC	387.7(a)
393823	390	19(a)(1)	390.19A1	390.19(a)(1)
393824	390	19(a)(2)	390.19A2	390.19(a)(2)
393825	390	19(a)(3)	390.19A3	390.19(a)(3)
393826	391	11(b)(5)-DEN	391.11B5-DEN	391.11(b)(5)
393827	391	11(b)(5)-DNL	391.11B5-DNL	391.11(b)(5)
393828	391	15(a)-NSIN	391.15A-NSIN	391.15(a)
393829	391	15(a)-NSOUT	391.15A-NSOUT	391.15(a)
393830	391	15(a)-SIN	391.15A-SIN	391.15(a)
393831	391	15(a)-SOUT	391.15A-SOUT	391.15(a)
393832	391	41(a)-F	391.41A-F	391.41(a)
393833	391	41(a)-FPC	391.41A-FPC	391.41(a)
393834	391	41(a)-P	391.41A-P	391.41(a)
393837	392	3-FPASS	392.3-FPASS	392.3
393838	392	3-FPROP	392.3-FPROP	392.3
393839	392	3-I	392.3-I	392.3
393840	395	3(a)(2)-PROP	395.3A2-PROP	395.3(a)(2)
393841	395	3(a)(3)-PROP	395.3A3-PROP	395.3(a)(3)
393842	395	3(b)(1)-PROP	395.3B1-PROP	395.3(b)(1)
393843	395	3(b)(2)	395.3B2	395.3(b)(2)
393844	395	5(a)(1)-PASS	395.5A1-PASS	395.5(a)(1)
393845	395	5(a)(2)-PASS	395.5A2-PASS	395.5(a)(2)
393847	395	5(b)(2)-PASS	395.5B2-PASS	395.5(b)(2)
395654	395	3(a)(3)(ii)	395.3A3II	395.3(a)(3)(ii)
395655	392	5(a)(3)	392.5A3	392.5(a)(3)
396080	392	9b(a)	392.9BA-NOREG	392.9b(a)
396081	392	9b(a)	392.9BA-INACTIVE	392.9b(a)
396113	396	3A1DSYE	396.3A1DSYE	396.3(a)(1)
396114	376	11(d)(1)	376.11D1	376.11(d)(1)
396115	396	3A1DSDT	396.3A1DSDT	396.3(a)(1)
396116	396	3A1DSCB	396.3A1DSCB	396.3(a)(1)
396117	375	505(c)	375.505C	375.505(c)
396118	396	3A1DSUJ	396.3A1DSUJ	396.3(a)(1)
396119	392	11	392.11	392.11
396120	390	35(b)-MED	390.35B-MED	390.35(b)
396158	178	340-8B	178.340-8B	180.405(c)
396159	393	70B1I-C	393.70B1I-C	393.70(b)(1)(i)
396161	395	15I5VI	395.15I5VI	395.15(i)(5)(vi)
396163	383	25A2	383.25A2	383.25(a)(2)
396165	395	8F08III	395.8F08III	395.8(f)(8)(iii)
396166	383	25A1	383.25A1	383.25(a)(1)
396167	393	70B1II-FWURW	393.70B1II-FWURW	393.70(b)(1)(ii)
396169	395	8F09	395.8F09	395.8(f)(9)
396171	178	340-8D2	178.340-8D2	180.405(c)
396173	178	340-8A	178.340-8A	180.405(c)
396180	396	3A1-LLEAK	396.3A1-LLEAK	396.3(a)(1)
396183	395	8F06	395.8F06	395.8(f)(6)
396186	393	70B1II-FWUCW	393.70B1II-FWUCW	393.70(b)(1)(ii)
396190	395	15G02	395.15G02	395.15(g)(2)
396193	396	3A1-FWPG	396.3A1-FWPG	396.3(a)(1)
396194	395	15I5IV	395.15I5IV	395.15(i)(5)(iv)
396195	180	405(c)	178.340-8D1	180.405(c)
396196	393	70B1I-RW	393.70B1I-RW	393.70(b)(1)(i)
396197	395	8F02	395.8F02	395.8(f)(2)
396201	395	8F12	395.8F12	395.8(f)(12)
396202	395	8H05	395.8H05	395.8(h)(5)
396203	395	8F08I	395.8F08I	395.8(f)(8)(i)
396204	395	15A2	395.15A2	395.15(a)(2)
396205	395	8F03	395.8F03	395.8(f)(3)
396206	178	340-7C	178.340-7C	180.405(c)
396208	393	91-FS	393.91-FS	393.91
396210	395	8F10	395.8F10	395.8(f)(10)
396211	393	45A-HJS	393.45A-HJS	393.45(a)
396214	396	3A1-GDRVP	396.3A1-GDRVP	396.3(a)(1)
396215	78	322-21AF	78.322-21AF	180.405(c)
396216	178	340-8C	178.340-8C	180.405(c)
396219	393	91-SNS	393.91-SNS	393.91
396220	395	15I5III	395.15I5III	395.15(i)(5)(iii)
396221	393	70B1II-FWUCG	393.70B1II-FWUCG	393.70(b)(1)(ii)
396222	395	15I5II	395.15I5II	395.15(i)(5)(ii)
396224	393	70B1I-MPC	393.70B1I-MPC	393.70(b)(1)(i)
396227	178	340-8D6	178.340-8D6	180.405(c)
396228	393	70B1I-SC	393.70B1I-SC	393.70(b)(1)(i)
396234	396	3A1-GLEAK	396.3A1-GLEAK	396.3(a)(1)
396236	78	336-9C	78.336-9C	180.405(c)
396241	178	340-7D2	178.340-7D2	180.405(c)
396247	395	8D09	395.8D09	395.8(d)(9)
396250	395	15D2	395.15D2	395.15(d)(2)
396252	395	8F01	395.8F01	395.8(f)(1)
396253	393	70B1I	393.70B1I	393.70(b)(1)(i)
396254	395	15G01	395.15G01	395.15(g)(1)
396255	390	33-XS	390.33-XS	390.33
396257	393	70B1I-W	393.70B1I-W	393.70(b)(1)(i)
396258	395	15B2	395.15B2	395.15(b)(2)
396267	395	15I9	395.15I9	395.15(i)(9)
396270	395	8F05	395.8F05	395.8(f)(5)
396271	395	8(a)(1)	395.8A1	395.8(a)(1)
396277	393	70(b)(1)(ii)	393.70B1II-FWUC	393.70(b)(1)(ii)
396278	396	3A1-FWPC	396.3A1-FWPC	396.3(a)(1)
396279	395	15I5I	395.15I5I	395.15(i)(5)(i)
396281	396	3A1-FWPRW	396.3A1-FWPRW	396.3(a)(1)
396282	395	8F11	395.8F11	395.8(f)(11)
396283	395	15I5V	395.15I5V	395.15(i)(5)(v)
396284	395	8H01	395.8H01	395.8(h)(1)
396286	395	8F04	395.8F04	395.8(f)(4)
396288	395	8F07	395.8F07	395.8(f)(7)
396290	178	340-10B	178.340-10B	180.405(c)
396301	172	203L	172.203L	172.203(l)
396302	172	203P	172.203P	172.203(p)
396303	172	301A1-SZ	172.301A1-SZ	172.301(a)(1)
396305	172	331A	172.331A	172.331(a)
396307	172	331C	172.331C	172.331(c)
396308	172	332B	172.332B	172.332(b)
396309	172	336C	172.336C	172.336(c)
396310	172	402F	172.402F	172.402(f)
396314	173	312	173.312	173.312
396315	173	315(j)(1)	173.315J1	173.315(j)(1)
396316	173	315(j)(2)	173.315J2	173.315(j)(2)
396317	173	315(m)(2)	173.315M2	173.315(m)(2)
396318	173	315(n)(2)	173.315N2	173.315(n)(2)
396319	173	315(n)(3)	173.315N3	173.315(n)(3)
396320	173	318	173.318	173.318
396322	173	32(g)(1)	173.32G1	173.32(g)(1)
396326	173	9	173.9	173.9
396327	177	801	177.801-TRN	177.801
396328	178	337-10	178.337-10	178.337-10
396329	180	207(b)	180.207B	180.207(b)
396330	180	217	180.217	180.217
396332	180	405(k)	180.405K	180.405(k)
396333	180	407(a)	180.407A	180.407(a)
396334	180	416(g)	180.416G	180.416(g)
396335	180	519	180.519	180.519
396336	383	71(h)	383.71H	383.71(h)
396337	393	23	393.23PT	393.23
396338	393	53(b)	393.53BMAN	393.53(b)
396339	395	3(a)(2)	395.3A2-PROPN	395.3(a)(2)
396340	395	3(a)(3)	395.3A3-PROPN	395.3(a)(3)
396341	395	3(b)(1)	395.3B1-PROPN	395.3(b)(1)
396342	395	3(b)(2)	395.3B2-NOM	395.3(b)(2)
396343	395	5(a)(1)	395.5A1-PASSN	395.5(a)(1)
396344	395	5(a)(2)	395.5A2-PASSN	395.5(a)(2)
396345	395	5(b)(1)	395.5B1-PASSN	395.5(b)(1)
396346	395	5(b)(2)	395.5B2-PASSN	395.5(b)(2)
396347	392	2	392.2-INAT	392.2
396348	392	2	392.2-ML	392.2
396349	180	3	180.3	180.3
396350	392	9BA-INACT	392.9BA-INACT	
396377	172	315	172.315	172.315
396378	172	323	172.323	172.323
396379	172	328E	172.328E	172.328(e)
396380	173	66	173.66	173.66
396381	177	840A	177.840A	177.840(a)
396382	177	840H	177.840H	177.840(h)
396384	177	840L	177.840L	177.840(l)
396386	178	274	178.274	178.274
396387	178	338-14B	178.338-14B	178.338-14(b)
396388	178	503	178.503	178.503
396391	390	19A1-NOREG	390.19A1-NOREG	390.19(a)(1)
396392	390	21F	390.21F	390.21(f)
396394	390	21H2	390.21H2	390.21(h)(2)
396395	390	21H3	390.21H3	390.21(h)(3)
396396	392	16B	392.16B	392.16(b)
396402	393	75F-SPEED	393.75F-SPEED	393.75(f)
396403	393	75G-LOAD	393.75G-LOAD	393.75(g)
396404	393	75H1-2002	393.75H1-2002	393.75(h)(1)
396407	393	75I1	393.75I1	
396408	393	75C-OOS	393.75C-OOS	
396409	393	75B-OOS	393.75B-OOS	
396410	392	4A-POS	392.4A-POS	
396411	390	19B2-BIENNIAL	390.19B2-BIENNIAL	
396412	171	22	171.22	
396413	390	21(g)	390.21G	390.21(g)
396414	392	2	392.2SAFCH	392.2
396415	392	4(a)	392.4A-UI	392.4(a)
396416	392	5(a)(2)	392.5A2-DETECT	392.5(a)(2)
396417	392	5(a)(2)	392.5A2-POS	392.5(a)(2)
396418	392	5(a)(2)	392.5A2-UI	392.5(a)(2)
396419	395	22(a)	395.22A	395.22(a)
396420	395	22(h)(1)	395.22H1	395.22(h)(1)
396421	395	22(h)(3)	395.22H3	395.22(h)(3)
396422	395	22(h)(4)	395.22H4	395.22(h)(4)
396423	395	24(c)(1)(i)	395.24C1I	395.24(c)(1)(i)
396424	395	24(c)(1)(ii)	395.24C1II	395.24(c)(1)(ii)
396425	395	24(c)(1)(iii)	395.24C1III	395.24(c)(1)(iii)
396426	395	24(c)(2)(ii)	395.24C2II	395.24(c)(2)(ii)
396427	395	24(c)(2)(iii)	395.24C2III	395.24(c)(2)(iii)
396428	395	24(d)	395.24D	395.24(d)
396429	395	28	395.28	395.28
396430	395	30(b)(1)	395.30B1	395.30(b)(1)
396431	395	30(c)	395.30C	395.30(c)
396432	395	32(b)	395.32B	395.32(b)
396433	395	34(a)(1)	395.34A1	395.34(a)(1)
396434	395	8(a)(2)(ii)	395.8A2II	395.8(a)(2)(ii)
396435	395	22(g)	395.22G	395.22(g)
396436	395	22(h)(2)	395.22H2	395.22(h)(2)
396437	395	24(c)(2)(i)	395.24C2I	395.24(c)(2)(i)
396438	395	20(b)	395.20B	395.20(b)
396439	395	11(g)	395.11G	395.11(g)
396440	392	9BA-NOTRG	392.9BA-NOTRG	
396447	392	9b(a)	392.9BA-INACTIVEINTRA	392.9b(a)
396448	392	9b(a)	392.9BA-NOREG-2	392.9b(a)
396449	393	45(a)	393.45A-AJS	393.45(a)
396450	393	9(a)	393.9BRKLAMP	393.9(a)
396451	395	8(a)(1)	395.8A-ELD	395.8(a)(1)
396452	395	8(a)(1)	395.8A-NON-ELD	395.8(a)(1)
396453	393	24B	393.24B	
