INSP_STUDY_ID	INSPECTION_ID	STUDY	SEQ_NO
16403879	65585061	BASIC	10
16403880	65585063	BASIC	10
16403882	65585068	BASIC	10
16403883	65585069	BASIC	10
16403884	65585070	BASIC	10
16403886	65585078	BASIC	10
16403892	65585095	BASIC	10
16403896	65585100	BASIC	10
16403899	65585110	BASIC	10
16403901	65585127	BASIC	10
16403902	65585128	BASIC	10
16403903	65585129	BASIC	10
16403904	65585130	BASIC	10
16403908	65585156	BASIC	10
16403910	65585160	BASIC	10
16403914	65585173	BASIC	10
16403916	65585175	BASIC	10
16403917	65585176	BASIC	10
16403918	65585177	BASIC	10
16403919	65585178	BASIC	10
16403920	65585184	BASIC	10
16403921	65585185	BASIC	10
16403922	65585186	BASIC	10
16403923	65585187	BASIC	10
16403924	65585189	BASIC	10
16403926	65585191	BASIC	10
16403928	65585196	BASIC	10
16403929	65585204	BASIC	10
16403930	65585205	BASIC	10
16403931	65585206	BASIC	10
16403933	65585216	BASIC	10
16403934	65585217	BASIC	10
16403936	65585219	BASIC	10
16403939	65585235	BASIC	10
16403941	65585237	BASIC	10
16403942	65585238	BASIC	10
16403943	65585241	MED CHECK VERIFIED	1
16403944	65585241	BASIC	2
16403945	65585247	BASIC	1
16403948	65585255	BASIC	10
16403949	65585263	BASIC	10
16403950	65585264	BASIC	10
16403951	65585265	BASIC	10
16403952	65585266	BASIC	10
16403953	65585267	BASIC	1
16403954	65585268	MED CHECK VERIFIED	1
16403955	65585268	BASIC	2
16403957	65585270	MED CHECK VERIFIED	1
16403958	65585275	BASIC	1
16403959	65585276	BASIC	1
16403960	65585277	BASIC	1
16403964	65585284	BASIC	10
16403965	65585285	BASIC	10
16403967	65585288	BASIC	10
16403969	65585294	BASIC	10
16403970	65585295	BASIC	10
16403971	65585298	MED CHECK VERIFIED	1
16403972	65585298	BASIC	2
16403973	65585302	BASIC	10
16403974	65585303	BASIC	10
16403975	65585304	BASIC	10
16403979	65585308	BASIC	10
16403984	65585320	BASIC	10
16403985	65585325	BASIC	10
16403986	65585326	BASIC	10
16403988	65585328	BASIC	10
16403989	65585333	BASIC	10
16403991	65585335	BASIC	10
16403992	65585337	BASIC	10
16403993	65585338	BASIC	10
16403994	65585339	BASIC	10
16403995	65585340	BASIC	10
16403998	65585612	MEC CHECK - CONFIRMED	7
16403999	65585642	MEC CHECK - CONFIRMED	7
16404000	65585700	MEC CHECK-CONFIRMED	7
16404001	65585746	MEC CHECK-CONFIRMED	7
16404004	65585829	MEC CHECK-NOT CONFIRMED	7
16404007	65585871	MEC CHECK-CONFIRMED	7
16404008	65585938	YES	1
16404009	65585938	YES	2
16404010	65586071	MEC CHECK-NO CONTACT	7
16404011	65586390	2019-02	1
16404012	65586391	2019-02	1
16404014	65586412	2019-02	1
16404015	65586413	2019-02	1
16404017	65586415	2018-02	1
16404023	65586466	2019-02	1
16404024	65586467	2019-02	1
16404025	65586468	2019-02	1
16404026	65586488	2019-02	1
16404027	65586489	2019-02	1
16404030	65529411	FARM TRUCK	1
16404031	65530669	FARM TRUCK	3
16404032	65575894	3206	1
16404033	65575895	3206	1
16404034	65575769	3206	1
16404035	65575770	3206	1
16404036	65588128	3200	1
16404037	65588128	UT	2
16404038	65588129	3200	1
16404039	65588129	UT	2
16404040	65588130	3200	1
16404041	65588130	UT	2
16404042	65588131	3200	1
16404043	65588131	UT	2
16404044	65588132	3200	1
16404045	65588132	UT	2
16404046	65588133	3200	1
16404047	65588133	UT	2
16404048	65588164	FARM	3
16404049	65575771	3206	1
16404050	65575772	3206	1
16404051	65575796	3206	1
16404052	65575797	3206	1
16404053	65575864	3206	1
16404054	65575865	3206	1
16404055	65575866	3206	1
16404056	65575867	3206	1
16404057	65575896	3206	1
16404058	65575897	3206	1
16404059	65575898	3206	1
16404060	65575899	3206	1
16404061	65589403	MEC - UNABLE TO VERIFY	7
16404064	65589430	MEC CHECK - NOT CONFIRMED	7
16404065	65589438	MEC CHECK - NOT CONFIRMED	7
16404066	65589447	MEC CHECK - NOT CONFIRMED	7
16404074	65589560	I	1
16404075	65548953	I	1
16404076	65560397	I	1
16404077	65589572	I	1
16404079	65589579	I	1
16404080	65589580	I	1
16404081	65589581	I	1
16404082	65589582	I	1
16404084	65589590	I	1
16404086	65589622	I	1
16404088	65589624	I	1
16404089	65589639	I	1
16404090	65589640	I	1
16404091	65589641	I	1
16404092	65589657	I	1
16404093	65589658	I	1
16404096	65589674	I	1
16404097	65589675	I	1
16404098	65589676	I	1
16404101	65589679	I	1
16404102	65589683	I	1
16404103	65589689	I	1
16404104	65589690	I	1
16404105	65589691	I	1
16404106	65589732	I	1
16404108	65589746	I	1
16404109	65589748	I	1
16404111	65548945	I	1
16404112	65589977	FARM	3
16404114	65560757	CFV	3
16404115	65577659	OIL FIELD	6
16404118	65590964	YES	5
16404119	65590972	YES	5
16404125	65595602	SB	1
16404127	65595604	SB	1
16404129	65595612	SB	1
16404132	65564497	SB	1
16404133	65595615	SB	1
16404134	65595616	SB	1
16404137	65595620	SB	1
16404138	65595621	SB	1
16404142	65595625	SB	1
16404144	65595629	SB	1
16404145	65595632	SB	1
16404146	65595634	SB	1
16404148	65540697	SB	1
16404149	65564481	SB	1
16404150	65564482	SB	1
16404153	65526442	SB	1
16404154	65582493	SB	1
16404155	65595643	SB	1
16404162	65582506	SB	1
16404163	65595779	MEDICAL CARD CONFIRMED	7
16404164	65595780	MEDICAL CARD CONFIRMED	7
16404165	65595781	MEDICAL CARD CONFIRMED	7
16404168	65595787	MEDICAL CARD CONFIRMED	7
16404170	65595789	MEDICAL CARD CONFIRMED	7
16404173	65595810	4	1
16404175	65595813	4	1
16404176	65595814	2	1
16404178	65595816	2	1
16404179	65595817	2	1
16404180	65595818	1	1
16404181	65595819	1	1
16404185	65595823	1	1
16404187	65595825	1	1
16404188	65595826	1	1
16404189	65595827	1	1
16404190	65595828	1	1
16404191	65595829	2	1
16404192	65595830	1	1
16404193	65595831	1	1
16404194	65595832	1	1
16404196	65595834	2	1
16404197	65595835	2	1
16404198	65595836	2	1
16404199	65595837	2	1
16404203	65595842	2	1
16404204	65595843	1	1
16404206	65595845	5	1
16404207	65595847	2	1
16404208	65595848	2	1
16404209	65595849	2	1
16404210	65595850	2	1
16404211	65595851	2	1
16404212	65595852	2	1
16404213	65595853	2	1
16404218	65595858	5	1
16404219	65595859	5	1
16404222	65595862	1	1
16404226	65595866	2	1
16404227	65595868	2	1
16404228	65595869	2	1
16404229	65595871	1	1
16404230	65595872	2	1
16404231	65595874	2	1
16404233	65595876	2	1
16404234	65595877	2	1
16404235	65595878	2	1
16404236	65595879	2	1
16404238	65595881	1	1
16404239	65595882	1	1
16404240	65595883	1	1
16404241	65595884	1	1
16404242	65595885	1	1
16404244	65595887	1	1
16404245	65595888	1	1
16404246	65595890	2	1
16404247	65595891	2	1
16404248	65595892	2	1
16404250	65595898	1	1
16404251	65595899	1	1
16404253	65595901	1	1
16404254	65595906	1	1
16404256	65595908	2	1
16404257	65595909	2	1
16404258	65595914	2	1
16404259	65595915	2	1
16404260	65595916	2	1
16404263	65595920	5	1
16404264	65595921	5	1
16404265	65595922	2	1
16404266	65595923	2	1
16404268	65595925	2	1
16404269	65595926	5	1
16404270	65595927	4	1
16404271	65595928	4	1
16404273	65595930	5	1
16404276	65595933	5	1
16404279	65595936	2	1
16404281	65595938	4	1
16404283	65596479	T198	1
16404286	65596486	T198	1
16404289	65596514	T999	1
16404294	65596569	T198	1
16404295	65596570	T198	1
16404297	65596577	T198	1
16404302	65584522	GAS2019	3
16404307	65584531	MEC CHECK - CONFIRMED	7
16404308	65584532	MEC CHECK - CONFIRMED	7
16404309	65542580	MEC CHECK-CONFIRMED	7
16404310	65556265	MEC CHECK-CONFIRMEDM	7
16404312	65542594	GAS2019	1
16404313	65584563	MEC CHECK-CONFIRMED	7
16404314	65584565	MEC CHECK-CONFIRMED	7
16404317	65584572	GAS2019	1
16404318	65584574	CODE58	3
16404319	65584574	TPK19	4
16404320	65542564	GAS2019	1
16404321	65584508	GAS2019	1
16404322	65584586	TPK19	1
16404323	65584521	GAS2019	1
16404324	65584597	TPK19	2
16404325	65584597	CODE58	3
16404328	65584543	CODE58	1
16404329	65584544	CODE58	1
16404330	65584545	CODE58	1
16404332	65584528	GAS2019	1
16404333	65584528	MED CHECKED - CONFIRMED	7
16404336	65527466	TPK18	3
16404337	65584554	TPK18	3
16404339	65556327	TPK18	3
16404340	65556333	TPK18	3
16404346	65584550	TPK18	3
16404347	65584551	TPK18	3
16404348	65584552	TPK18	3
16404349	65584553	TPK18	3
16404350	65584556	TPK18	3
16404351	65584557	TPK18	3
16404352	65584558	TPK18	3
16404354	65584566	TPK18	3
16404355	65584567	TPK18	3
16404358	65596776	TPK19	1
16404359	65596776	CODE58	3
16404360	65596777	TPL19	1
16404361	65596777	CODE58	3
16404362	65596778	TPK18	1
16404363	65596778	CODE58	3
16404364	65596779	TPK19	1
16404365	65596779	CODE58	3
16404366	65596788	GAS2019	1
16404367	65596789	MED CHECKED - CONFIRMED	7
16404368	65596790	TPK18	3
16404370	65596792	TPK18	3
16404371	65596793	TPK18	3
16404372	65556391	GAS2018	1
16404374	65596804	GAS2019	1
16404377	65596814	MEC CHECK - CONFIRMED	7
16404378	65596817	GAS2019	1
16404379	65596819	MEC CHECK - CONFIRMED	7
16404383	65596841	TIMBER19	1
16404384	65596842	TIMBER19	1
16404385	65596843	MEC CHECK-CONFIRMED	7
16404386	65596844	MEC CHECK-CONFIRMED	7
16404387	65596845	MEC CHECK-CONFIRMED	7
16404390	65597035	MED CHECK CONFIRMED 1-9-2019@0851	7
16404399	65598604	BASIC	10
16404400	65598605	BASIC	10
16404401	65598606	BASIC	10
16404403	65598608	BASIC	10
16404405	65598610	BASIC	10
16404406	65598611	BASIC	10
16404407	65598616	BASIC	10
16404408	65598617	BASIC	10
16404409	65598618	BASIC	10
16404410	65598626	BASIC	10
16404412	65598628	BASIC	10
16404414	65598630	BASIC	10
16404415	65598631	BASIC	10
16404416	65598632	BASIC	10
16404418	65598634	BASIC	10
16404419	65598636	BASIC	10
16404420	65598639	BASIC	10
16404421	65598641	BASIC	10
16404423	65598643	BASIC	10
16404425	65598650	BASIC	10
16404426	65598651	BASIC	10
16404430	65598655	BASIC	10
16404431	65598656	BASIC	10
16404435	65598660	MEC CHECK-CONFIRMED	7
16404436	65598661	BASIC	10
16404437	65598669	BASIC	10
16404438	65598670	BASIC	10
16404439	65598671	BASIC	10
16404440	65598674	35220 38360  84920	9
16404441	65543839	BASIC	10
16404443	65598679	BASIC	10
16404444	65598680	BASIC	10
16404446	65598682	BASIC	10
16404449	65598685	BASIC	10
16404451	65598687	BASIC	10
16404452	65598691	BASIC	10
16404453	65598692	BASIC	10
16404454	65598723	BASIC	10
16404455	65598724	BASIC	10
16404456	65598729	BASIC	10
16404458	65598745	BASIC	10
16404459	65598746	BASIC	10
16404460	65598747	BASIC	10
16404464	65598751	BASIC	10
16404466	65598754	BASIC	10
16404467	65598755	BASIC	10
16404468	65598756	BASIC	10
16404471	65598771	BASIC	10
16404472	65598772	BASIC	10
16404474	65598785	BASIC	10
16404475	65598793	BASIC	10
16404476	65598794	BASIC	10
16404477	65598795	BASIC	10
16404478	65598815	BASIC	10
16404479	65598816	BASIC	10
16404480	65598817	BASIC	10
16404481	65598818	BASIC	10
16404482	65598819	MED CHECK VERIFIED	1
16404483	65598819	BASIC	2
16404484	65598820	BASIC	1
16404485	65598821	BASIC	10
16404486	65598822	BASIC	10
16404487	65598823	BASIC	10
16404488	65598824	BASIC	10
16404489	65598825	MED CHECK VERIFIED	7
16404490	65598825	BASIC	10
16404491	65598837	BASIC	10
16404492	65598838	BASIC	10
16404493	65598839	BASIC	10
16404494	65598840	BASIC	10
16404496	65598851	BASIC	10
16404500	65598856	BASIC	10
16404501	65598857	BASIC	10
16404502	65598858	BASIC	10
16404503	65598859	BASIC	10
16404504	65598860	BASIC	10
16404505	65598861	BASIC	10
16404507	65598863	BASIC	10
16404508	65598864	BASIC	10
16404509	65598869	BASIC	10
16404511	65598871	BASIC	10
16404512	65598872	BASIC	10
16404513	65598874	BASIC	10
16404514	65598875	BASIC	10
16404515	65598877	BASIC	10
16404518	65598880	BASIC	10
16404521	65598882	BASIC	10
16404522	65598883	BASIC	10
16404523	65598884	BASIC	10
16404525	65598886	BASIC	10
16404526	65598887	BASIC	10
16404527	65598889	BASIC	10
16404531	65598895	BASIC	10
16404534	65598898	BASIC	10
16404535	65598901	BASIC	10
16404537	65598906	BASIC	10
16404538	65545441	YES	1
16404539	65545441	YES	2
16404540	65599511	MEC CHECK - CONFIRMED	7
16404542	65599584	YES	1
16404543	65599584	YES	2
16404546	65599891	MEC CHECK-NO CONTACT	7
16404549	65600051	YES	1
16404550	65600051	YES	2
16404551	65546205	FARM	4
16404552	65601894	ANNUAL	1
16404553	65601894	2484504	2
16404554	65601894	PRIVATE	3
16404555	65601894	C	4
16404556	65601894	P	5
16404557	65601934	3200	1
16404558	65601934	UT	2
16404559	65601935	3200	1
16404560	65601935	UT	2
16404561	65601951	FARM	3
16404562	65601966	3206	1
16404563	65601967	3206	1
16404564	65601979	3206	1
16404565	65601980	3206	1
16404619	65604091	MEDICAL: 04/26/2020	7
16404620	65604092	MEDICAL: 06/14/2020	7
16404623	65604095	MEDICAL: 12/06/2019	7
16404624	65604096	MEDICAL: 05/18/2019	7
16404625	65604097	MEDICAL: 08/08/2019	7
16404626	65604098	MEDICAL: 11/17/2019	7
16404627	65604099	MEDICAL: 12/11/2020	7
16404628	65604100	MEDICAL: 10/19/19	7
16404629	65604101	MEDICAL: 08/08/2019	7
16404630	65604102	MEDICAL: 08/24/2020	7
16404631	65604103	MEDICAL: 06/20/2019	7
16404632	65604104	MEDICAL: 06/30/2020	7
16404633	65604105	MEDICAL: 09/13/2019	7
16404634	65604106	MEDICAL: 03/13/2019	7
16404635	65604107	MEDICAL: 05/31/2020	7
16404636	65604108	MEDICAL: 07/16/2020	7
16404637	65604140	I	1
16404639	65604149	I	1
16404640	65604179	I	1
16404641	65604180	I	1
16404642	65604185	I	1
16404643	65604188	I	1
16404644	65604189	I	1
16404645	65604191	I	1
16404646	65604196	I	1
16404647	65604197	I	1
16404648	65604198	I	1
16404649	65604199	I	1
16404650	65604213	I	1
16404651	65604214	I	1
16404652	65604219	I	1
16404653	65604220	I	1
16404654	65604223	I	1
16404655	65604224	I	1
16404656	65560446	I	1
16404657	65589659	I	1
16404658	65604229	I	1
16404659	65604230	I	1
16404660	65589678	I	1
16404661	65604232	I	1
16404662	65604233	I	1
16404663	65604234	I	1
16404664	65604237	I	1
16404665	65604240	I	1
16404666	65604241	I	1
16404668	65604243	I	1
16404669	65605598	SC4T	1
16404670	65605599	SC4T	1
16404672	65605731	EXP. 26194679	1
16404673	65605731	YES	3
16404674	65605731	NO	4
16404676	65609259	SB	1
16404679	65555143	SB	1
16404683	65555149	SB	1
16404685	65540698	SB	1
16404686	65564476	SB	1
16404687	65582490	SB	1
16404688	65609277	SB	1
16404689	65609278	SB	1
16404691	65609282	SB	1
16404693	65609289	SB	1
16404694	65595669	SB	1
16404696	65526446	SB/DD	1
16404698	65609296	SB	1
16404701	65555153	SB	1
16404702	65540670	SB	1
16404706	65609303	SB	1
16404710	65526394	SB	1
16404711	65609305	SB	1
16404712	65609306	SB	1
16404713	65564478	SB	1
16404718	65609313	SB	1
16404720	65609318	SB	1
16404723	65609321	SB	1
16404727	65564615	4	1
16404730	65609327	4	1
16404731	65609328	5	1
16404735	65609332	2	1
16404736	65609333	2	1
16404737	65609334	2	1
16404739	65609337	1	1
16404741	65609339	2	1
16404742	65609340	5	1
16404744	65609342	2	1
16404746	65609344	2	1
16404747	65609354	2	1
16404748	65609355	2	1
16404749	65609356	2	1
16404750	65609357	1	1
16404751	65609358	1	1
16404752	65609359	2	1
16404753	65609360	2	1
16404754	65609361	2	1
16404756	65609363	1	1
16404758	65609365	2	1
16404761	65609371	1	1
16404762	65609372	1	1
16404766	65609374	5	1
16404768	65609379	1	1
16404770	65609381	2	1
16404771	65609382	2	1
16404774	65609385	4	1
16404776	65609392	2	1
16404777	65609393	2	1
16404779	65609396	1	1
16404780	65609398	1	1
16404783	65609402	4	1
16404785	65609404	1	1
16404786	65609405	1	1
16404787	65609406	1	1
16404791	65609411	4	1
16404795	65609416	2	1
16404796	65609417	2	1
16404798	65609922	T198	1
16404806	65610056	T198	1
16404807	65610065	T198	1
16404810	65610090	MEC CHECK: CONFIRMED	7
16404811	65610208	MED CHECKED - CONFIRMED	7
16404812	65610211	MED CHECKED - CONFIRMED	7
16404813	65610213	PRIORITYBUS18	1
16404814	65610228	TPK18	3
16404815	65610229	TPK18	3
16404818	65610232	TPK18	3
16404819	65556276	MEC CHECK-CONFIRMED	7
16404820	65610249	MEC CHECK-CONFIRMED	7
16404821	65610250	MEC CHECK-CONFIRMED	7
16404822	65610251	MEC CHECK-CONFIRMED	7
16404823	65610253	GAS2019	1
16404824	65610254	GAS2019	1
16404825	65610255	GAS2019	1
16404826	65610256	CODE58	3
16404827	65610257	CODE58	3
16404831	65543710	BASIC	10
16404832	65611123	BASIC	10
16404833	65611124	BASIC	10
16404834	65611125	BASIC	10
16404835	65611129	BASIC	10
16404836	65544032	BASIC	10
16404841	65611141	BASIC	10
16404842	65611143	BASIC	10
16404843	65611149	BASIC	10
16404844	65611150	BASIC	10
16404847	65611163	BASIC	10
16404848	65611164	BASIC	10
16404849	65611165	BASIC	10
16404852	65611181	BASIC	10
16404853	65611182	BASIC	10
16404854	65611183	BASIC	10
16404855	65611184	BASIC	10
16404856	65611185	BASIC	10
16404857	65611187	BASIC	10
16404858	65557157	BASIC	10
16404859	65611190	BASIC	10
16404860	65611191	BASIC	10
16404861	65611198	MED CHECK VERIFIED	7
16404862	65611198	BASIC	10
16404863	65611200	MED CHECK VERIFIED	7
16404864	65611200	BASIC	10
16404865	65611201	BASIC	10
16404867	65611204	BASIC	10
16404868	65611205	BASIC	10
16404869	65611206	BASIC	10
16404875	65611225	BASIC	10
16404876	65611226	BASIC	10
16404878	65611229	BASIC	10
16404879	65611230	BASIC	10
16404883	65611234	BASIC	10
16404884	65611238	BASIC	10
16404885	65611239	BASIC	10
16404886	65611247	BASIC	10
16404887	65611251	BASIC	10
16404889	65611253	BASIC	10
16404890	65611254	BASIC	10
16404892	65611263	BASIC	10
16404895	65557114	BASIC	10
16404898	65611270	BASIC	10
16404899	65585031	BASIC	10
16404900	65543734	BASIC	10
16404902	65611275	BASIC	10
16404903	65611276	BASIC	10
16404905	65611278	BASIC	10
16404906	65611279	BASIC	10
16404907	65611280	BASIC	10
16404908	65611281	BASIC	10
16404910	65611284	BASIC	10
16404912	65611286	BASIC	10
16404917	65543738	BASIC	10
16404921	65611301	BASIC	10
16404922	65611302	BASIC	10
16404923	65611303	BASIC	10
16404925	65611305	BASIC	10
16404926	65611308	BASIC	10
16404928	65611310	BASIC	10
16404929	65611311	BASIC	10
16404930	65611312	BASIC	10
16404932	65611314	BASIC	10
16404934	65611319	MEC CHECK-CONFIRMED	7
16404936	65611332	BASIC	10
16404937	65611333	BASIC	10
16404938	65611334	MEC CHECK-CONFIRMED	7
16404939	65611335	MEC CHECK-CONFIRMED	7
16404940	65611337	BASIC	10
16404943	65585083	BASIC	10
16404944	65611345	BASIC	10
16404945	65611347	BASIC	10
16404947	65611349	BASIC	10
16404948	65611352	BASIC	10
16404949	65611362	BASIC	10
16404951	65585283	BASIC	10
16404952	65611367	BASIC	10
16404953	65611368	BASIC	10
16404954	65611380	BASIC	1
16404955	65611381	BASIC	10
16404957	65611383	BASIC	10
16404958	65611384	BASIC	10
16404959	65611394	BASIC	1
16404961	65611396	BASIC	1
16404962	65611397	BASIC	10
16404963	65611814	YES	1
16404964	65611814	YES	2
16404965	65611946	YES	1
16404966	65611946	YES	2
16404967	65611948	YES	1
16404968	65611948	YES	2
16404969	65612043	MEC CHECK- CONFIRMED	7
16404971	65612193	FARM	4
16404972	65612194	2019-02	1
16404973	65612196	2019-02	1
16404977	65612358	2019-02	1
16404988	65590961	YES	5
16404990	65617433	MEC CHECK CONFIRMED CDLIS	7
16404991	65617449	MEC CONFIRMED CDLIS	7
16404992	65617450	MEC CHECK CONFIRMED CDLIS	7
16404995	65595601	SB	1
16404999	65621074	SB	1
16405003	65621085	SB	1
16405005	65621092	SB	1
16405008	65564458	SB/DD	1
16405010	65621097	SB	1
16405011	65621098	SB	1
16405013	65621100	SB	1
16405014	65621101	SB	1
16405015	65564521	SB	1
16405016	65582520	SB	1
16405018	65621102	SB	1
16405019	65621103	SB	1
16405030	65621132	2	1
